task_id,seed,p0_generation_id,p1_generation_id,p0_observed_status,p1_observed_status,observed_transition,observed_scaffold_rescue,observed_scaffold_regression,p0_pipeline_status,p1_pipeline_status,pipeline_transition,pipeline_scaffold_rescue,pipeline_scaffold_regression,p0_raw_response_sha256,p1_raw_response_sha256,p0_strict_python_only_compliant,p1_strict_python_only_compliant,p0_code_fence_marker_count,p1_code_fence_marker_count,p0_extra_text_outside_fences,p1_extra_text_outside_fences,p0_multiple_program_segments,p1_multiple_program_segments,p0_generation_truncated,p1_generation_truncated,p0_extraction_action,p1_extraction_action,p0_raw_compile_status,p1_raw_compile_status,p0_pipeline_compile_status,p1_pipeline_compile_status,p0_raw_entry_point_status,p1_raw_entry_point_status,p0_pipeline_entry_point_status,p1_pipeline_entry_point_status,p0_reasoning_leakage,p1_reasoning_leakage
Mbpp/259,11,b3acf3ac72e752106eb5d225fd574d082253b97847572e4474daf60652bb306a,1a591eaffe06f3af22116e1d94a0c47cd665537375e0cfdee1ab926ea7d04b46,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,b443aa5fa3368482583701a9882ef12c9cf854f4c4404a303afe4ced5a24dcf8,83a3611f543442e911c65214fce362ab61de659500f328714fb26bdaffe57046,false,true,4,0,true,false,true,false,false,false,reject_ambiguous:fenced_python,pass_through:plain_text,fail,pass,not_run_extraction_failed,pass,not_assessed_compile_fail,present,extraction_failed,present,false,false
Mbpp/259,22,3edd4cecece630736fa7d6df9a860353f1f2b913759949cdb60a3003d87f9de3,d0d21cf46c3a38261f5dbb7b3e94775dfd84820c8917e3125757be7ff45a7959,fail,fail,fail_to_fail,false,false,pass,fail,pass_to_fail,false,true,1e5bf2e23bf0d1257e9bcedb89e9e673afe6701aeb5ff10053f083d6da3bd1c7,0207830d343929d1a34c352f1972cbc5f11d03fdd2080d14ab185f7c8fa87e75,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/259,33,23472b4f7ab05dae8f8130e30b59a477022c1c466566e4c26d7f5b38868bd19e,db353f8cb18385a7a6917e7e43648ca3ace56777937ab7e719e6f4223ad9bc36,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,928c8739cbb7cba381d097ce61ee0c0bedcbe6796e4b7d810b9d0c6e9c0a0952,baa50e8a1ad8e4e2bf2971a799327d4cc2601c9682ac9dc319798c88b3da31fa,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/259,44,cb2c730b6ed1604ceb8f1e76d7d317729c84252c6a525c5a3416b6e0969e3a78,c263aa23483e0a37b26261e008e907642c7040327dff1a7ff109eaf4b78ba874,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,3cc225805fe5c75bd4b042c355c978004fa8d18b2b845c11ba273c94805e9d39,f3090896126e1311d439660e808ec36870d271ecc7a6a96f33577797ea46779b,false,false,2,0,true,false,false,false,false,true,extract:fenced_python,pass_through:plain_text,fail,fail,pass,fail,not_assessed_compile_fail,not_assessed_compile_fail,present,not_assessed_compile_fail,false,false
Mbpp/259,55,768d4274d4df9a4292586eb53be3138f029961c63eda94986f46955872958cb0,c9a80fd5e9cad9af7316f9e090bd3a4c88195923738da37f00cd4b1ac8d98e70,fail,pass,fail_to_pass,true,false,fail,pass,fail_to_pass,true,false,0523ff9e397c8858402dc81756a32ac163fb0fbe872090b5998ba45d2836f275,95e9ba889d9ea0a66943d39a4a320f827faf5e9bea7edebc7ac71d4a28596214,false,true,4,0,true,false,true,false,false,false,reject_ambiguous:fenced_python,pass_through:plain_text,fail,pass,not_run_extraction_failed,pass,not_assessed_compile_fail,present,extraction_failed,present,false,false
Mbpp/739,11,38d165980d0e6550462be88bdaaa5f0d08918716fd774a9243fb264b8701ebcb,f030e829694261eb58258a5e5c6baee270b26bd1b1934c5932267c909859ad19,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,5aab5fc02672b05cdda4ca1d451969187162569712e2b345c7efeeef020cc0c7,02b0a20d603ec73500dedae2dc824cfa72a17d14bc2f875ac201ecfc1098796b,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,missing,present,false,false
Mbpp/739,22,9102f8c8c05eccc2d87ca84420bd9f2cc714d97733460ba86d61b8ebfe6ffd43,fab095f5d31036901a4726fcac70ea9ccb0f5c3bbd95abc79db7c0d925449223,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,e5cafaf2d2e861ab59fd7421440b89a2cb3a518e37cc7945b8028ca608f815e2,87c06d1e56cdedcfd331d7b1eff0d6645f1d275f5993d0b6376c4f157e07f59c,false,true,4,0,true,false,true,false,false,false,reject_ambiguous:fenced_python,pass_through:plain_text,fail,pass,not_run_extraction_failed,pass,not_assessed_compile_fail,present,extraction_failed,present,false,false
Mbpp/739,33,f6793801629747f07dd231b6105d63cb8c65f08eb11e2baa004d27e0d244d79d,aa760f0d5ad0f94ee3a49c83dc4090585492bb69e5223a1f18b69c94a21c77af,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,f2697208b8e54d5b99e11eb856469a54886ee2f9c1fb685458eda9aa8b71707a,9dba0e0fd81483d872219118185831ed0a99aff3bcf852bba844b1f31ab61133,false,true,4,0,true,false,true,false,false,false,reject_ambiguous:fenced_python,pass_through:plain_text,fail,pass,not_run_extraction_failed,pass,not_assessed_compile_fail,present,extraction_failed,present,false,false
Mbpp/739,44,5ec420e9306fc9694f324eede18e3a4b8211d16547c96f4513bded0f831c6236,1b4d8148dd3b5d38228d7f5ae308c36b5167d18320bc8458ef4d61b40796d359,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,60cad06b232713b1db46cd98cf2b96144780e1d9ebb9c3d2305c8178e2b47992,b095595b551356dc8101c4d2e7658c715a38cc550ad1114d1e98fc7327bd057e,false,false,2,0,true,false,false,false,false,true,extract:fenced_python,pass_through:plain_text,fail,pass,fail,pass,not_assessed_compile_fail,present,not_assessed_compile_fail,present,false,false
Mbpp/739,55,b8853a36045875b0d6daec37b3dd92603aec4ee32d35436c128873c7c3571152,f660df4ed51b65a5a5296c915e445e38a157f45e3e516772505476ff98d618b7,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,3329426d4a26e4c0592e834632c3094c3e3ce558adcd51738396f62e0dffac08,db189652e0954553c9974d9a43582058fc23cf55d969a1fd32bc7aea042d5f75,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,missing,present,missing,false,false
Mbpp/124,11,cc3807db95d0957b0a02850eeec1191004c4ce871fc7bb51c1822fabe94001ca,0788abe07724e6cdff4b236f7408dcf4f2893c5a798ac16f5d0c6896deec8f47,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,3bcdc252ca5c81b10a2d46748864fbb1da22b471a9b10e55c42c25f3c71c8f1b,e656c04ce5b97235ead0612b56544f96e6cdcedd32028e278fbd8bd1dc6b4369,false,true,4,0,true,false,true,false,false,false,reject_ambiguous:fenced_python,pass_through:plain_text,fail,pass,not_run_extraction_failed,pass,not_assessed_compile_fail,present,extraction_failed,present,false,false
Mbpp/124,22,9037321d62d0dfaffc5945a8ae4fbacd0d3a5ab35733eb65f40e20e168418898,256b17eea73e2c973591bce284cd8e07bc773cfcae0426a4b66ebe1b2e3fddba,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,a7d471fdddfd18f5b7ca60746cea3e46f1934742e52bc48cd3e9c616e1f7267d,88e7dd4e276c59e5b5248f52538b08e4fde90db7f4297a264009abe23c452e95,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/124,33,064892e834a16c41eb71016b7e802906cdaffc1a318edf0db19efdc83699cf1b,199e3da61c758222980af5113c9aea91f31f13342edf35835d562b4d109be5d5,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,6b7fbc397a8e5c19c1b9e8e08814a22c99dc75af912a841afaae564ed1af0089,3afa45fbda33ba5dd5540600d7b0750b06400ab7863af5796d9db83a2304ab20,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/124,44,3a4535ac4171efa927d173a4080b39e646ffca862de56dab557f28adccf5ebb8,e038bf98ec60ab77ae9421e22fe5fc743bebc946363af3befce2d65cbf430625,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,4949ca12b424649c7a058a641e2e5e254184f3da515595fdddc916f1f77303d8,27b245f142c68444e0d9dd1d4b7c523725fc51ab2f29f636437b69b614fe1f54,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/124,55,69c839ff7b956effcac3813928cecf14b4f821a597f740f5de328e6e3bd5d45d,e054b26994a5ba81f9c4d258d8eb2b733505f3cd75c75e50325e12150cb811b1,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,2a787b0e8950351886107e0e9de2d4e10a864606e75622dc879cce845b65bb5d,8d728162ec982c42911c1f717e7a9fa4e613765611b9449ec6dc26cc90d0e0a0,false,true,4,0,true,false,true,false,false,false,reject_ambiguous:fenced_python,pass_through:plain_text,fail,pass,not_run_extraction_failed,pass,not_assessed_compile_fail,present,extraction_failed,present,false,false
Mbpp/72,11,c83213eab0b5d72948fa2894797593d33c3c033a3849aa683802ae471b63d78b,edbaa7f725256a414046f57933977a59dd99129a07038062dcfbf330d99f21a0,fail,fail,fail_to_fail,false,false,pass,fail,pass_to_fail,false,true,c47fb5690fc3b199fd829ca8cc813b24946af0b061a29611129af43bd1bcfde9,e01aec71f6f63ba355f16dd4d61fdfbee73704900bb6c1fdde69417e5dd0dc34,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/72,22,290dea08968c92e509c78086c926c448c814971bff4d53947e5302c9544ebf46,a09167faad0e82d94a232c93b5ce88187107f0de42f289a8718e42957838008e,fail,pass,fail_to_pass,true,false,fail,pass,fail_to_pass,true,false,c44a4e783754bd41bea00b2324633cf73d57e650863536a2e4a37234dd569cc9,075f1d6d8a14c6fbd89438fa53a4fc2442470573a69e4478179ba876df2970c2,false,true,4,0,true,false,true,false,false,false,reject_ambiguous:fenced_python,pass_through:plain_text,fail,pass,not_run_extraction_failed,pass,not_assessed_compile_fail,present,extraction_failed,present,false,false
Mbpp/72,33,e87b06e190db502ac0a1049c6f798cfdded046945420031008537e5e829fb676,9251e33c4c3a75a2af1456e0de3fded4599061fcea3e201e34bde6caefad31a7,fail,pass,fail_to_pass,true,false,pass,pass,pass_to_pass,false,false,ec7ab43ae558db7114ef719849306700462728d4ba551d70e69c32240fa7c71a,11bc7023e7bffe6b65da95fa8280364bfcf4e14c747df7a5825fd2771c1e72d0,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/72,44,f9172b84c053e703674f083e9f457e7f7e5a352d383f8a77d24094eb9234d2f4,02b6a801c7ac7ec794085afcce4e3554485ae97e15fe2bd5102462c5bd829dce,fail,fail,fail_to_fail,false,false,pass,fail,pass_to_fail,false,true,957fe0efa4cb0c27b87a0ba1620d9d65e03b0220e22ceaac786813e44be0bf84,a9b7a917581b9bc7398a1ded188057d9a1a7041c74409b19a843666a93464daf,false,true,2,0,true,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/72,55,ec036f3e2cab7d7ba0e81cff30b04fdf1274e2efd8d803f2e4d5ab4bf085b309,0a149217236c5edd3357ce28fdf25b76de6841838664ac36837e0b4803491456,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,2db25a5adc6d30b28d30ba2d96306c40ca0a06074c55031b907f8f5436c93df7,c00c09adc16f9b4bf9f510085c125c96daaf969e4057839eedaeac4559d2a4ea,false,true,4,0,true,false,true,false,false,false,reject_ambiguous:fenced_python,pass_through:plain_text,fail,pass,not_run_extraction_failed,pass,not_assessed_compile_fail,present,extraction_failed,present,false,false
Mbpp/792,11,a994d64f732cf4978ebb4b2da9c0521496dd453b32a4d23ef8f64c3d17383d88,7164674e6991cae4047817a4ca3a65a87fe039d0e6794ded49b0b019174594af,fail,fail,fail_to_fail,false,false,pass,fail,pass_to_fail,false,true,038f1b8a973fed8b503cf53e8778929362efe0bfea2c04e9e424746d9028eb4b,db1fe18cb6509c8aa3689eec64938ad9a5c8c111f396752047d4d36c83d8e590,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/792,22,a78959b7b9578eefead8b09b8b6fbe86848f6be133e0696484c888b140858537,fcaeda134ff655fb938c910779ea69d01070527a9f084db8e1626f7ca11d1e52,fail,fail,fail_to_fail,false,false,pass,fail,pass_to_fail,false,true,7f1a87e8b1f36ba5956082c526da13d77f4f7e945579071b73368e356a4ec1d0,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/792,33,a03d84e377644192c40b568cf7afeb3c931518fc133f84919de04bd7eb2e586f,a00444a7b3f0dc19cf38d4bbf9fdeeefb9c85a6eddfc79e9ef5481abf5694b7e,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,694f37d323042bb0322f5fb0a4ce9b623d737c82652ab1aa936bc9b18f87c83b,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,missing,present,false,false
Mbpp/792,44,7188be2a942950860f8a68783868b4f288ad4e3a9434cf5e73652b5e456f2596,a011b6d9599d1c0bc9ab94187bd132a0b1f8ce38baf2cd01c7e79e9045a174ce,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,8dcde549b2a3083bc8829557f8e434df9c33247218a7eba236187fb4c0edbb99,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/792,55,e40722816a07d54ddce8f5ab9b57eeae21f8964ad0056a95c8b7fe10c23a0447,dde813af67814be058f200a2ed6f52be17ccedb376bab25870f5c7e63913e92a,fail,fail,fail_to_fail,false,false,pass,fail,pass_to_fail,false,true,f30484aa870b2172ae0ccd386d8781567c9dc7711520bd2cdbe0f5504485881b,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,present,present,false,false
Mbpp/435,11,2787142b7fe26e42f11322df49bfd15687657ebfc8be547b7511969017578477,9a4ba4d0dd995568f77294327a8d0e2815d93a5bdff633e7795b8a6906c23ec7,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,6f079dbd02e47b2c6d9859f84abe8e1ed3b5eb868819d0bcac3cb6dabdb2fb13,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,missing,present,false,false
Mbpp/435,22,05050418147f9280cf3273f86e99eec9fae365c6f1ac46331fb191da37ce9934,a442f3cf2f498c5dd6b09cc91b39d21263b19c7fd0cd5727dce0a3188c826b17,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,42960a8b052d9471757869cfbc17029e8d87a2aa1629dfbb8618f77373ec24c4,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,missing,present,false,false
Mbpp/435,33,577e1143c1846403e1a6beb9f54b6c607b4fd765b5dcf5b29bb14782b3b6b996,e4c9c8ecc06f5f4a2c295e53fbbfbf1ab0370dc49e7e2cb82db40662b8c55d69,fail,pass,fail_to_pass,true,false,fail,pass,fail_to_pass,true,false,9633eb46ae150c9d42cc9f03219920a13cca23bdddc59e36478c4de4617d5b7b,e9686f45cb64f61c5ab92ee9def9f8728aaf294a68ca3dd0cb39ce3439df88cd,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,missing,present,false,false
Mbpp/435,44,49ff1153841677d1f4a79cc42b382c34d32cebb4f8c0f76542d00032c8b2ec21,5105657ca9cb702a8e2b6b92000cb983044a51908aff55e5e8f6075e191e6bf0,fail,fail,fail_to_fail,false,false,fail,fail,fail_to_fail,false,false,34d05d07f6e70a2e047cecb3b10ce04c991aa9af438cf2afc5eed59b2b286035,09b2b004a21ad29894c9e237825d2ed2969a7d0a31d045db75cf39f1d88e9218,false,true,2,0,false,false,false,false,false,false,extract:fenced_python,pass_through:plain_text,fail,pass,pass,pass,not_assessed_compile_fail,present,missing,present,false,false
