task_id,seed,cell_id,raw_generation_sha256,extracted_program_sha256,pipeline_extracted,observed_status,pipeline_status,failure_stage,exception_type_or_evaluator_outcome,failure_category,classification_basis,scaffold_candidate,healer_candidate,semantic_risk,review_status
Mbpp/259,11,1a591eaffe06f3af22116e1d94a0c47cd665537375e0cfdee1ab926ea7d04b46,83a3611f543442e911c65214fce362ab61de659500f328714fb26bdaffe57046,83a3611f543442e911c65214fce362ab61de659500f328714fb26bdaffe57046,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/259,22,d0d21cf46c3a38261f5dbb7b3e94775dfd84820c8917e3125757be7ff45a7959,0207830d343929d1a34c352f1972cbc5f11d03fdd2080d14ab185f7c8fa87e75,0207830d343929d1a34c352f1972cbc5f11d03fdd2080d14ab185f7c8fa87e75,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/259,33,db353f8cb18385a7a6917e7e43648ca3ace56777937ab7e719e6f4223ad9bc36,baa50e8a1ad8e4e2bf2971a799327d4cc2601c9682ac9dc319798c88b3da31fa,baa50e8a1ad8e4e2bf2971a799327d4cc2601c9682ac9dc319798c88b3da31fa,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/259,44,c263aa23483e0a37b26261e008e907642c7040327dff1a7ff109eaf4b78ba874,f3090896126e1311d439660e808ec36870d271ecc7a6a96f33577797ea46779b,f3090896126e1311d439660e808ec36870d271ecc7a6a96f33577797ea46779b,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,high,classified_from_saved_diagnostics
Mbpp/739,11,f030e829694261eb58258a5e5c6baee270b26bd1b1934c5932267c909859ad19,02b0a20d603ec73500dedae2dc824cfa72a17d14bc2f875ac201ecfc1098796b,02b0a20d603ec73500dedae2dc824cfa72a17d14bc2f875ac201ecfc1098796b,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/739,22,fab095f5d31036901a4726fcac70ea9ccb0f5c3bbd95abc79db7c0d925449223,87c06d1e56cdedcfd331d7b1eff0d6645f1d275f5993d0b6376c4f157e07f59c,87c06d1e56cdedcfd331d7b1eff0d6645f1d275f5993d0b6376c4f157e07f59c,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/739,33,aa760f0d5ad0f94ee3a49c83dc4090585492bb69e5223a1f18b69c94a21c77af,9dba0e0fd81483d872219118185831ed0a99aff3bcf852bba844b1f31ab61133,9dba0e0fd81483d872219118185831ed0a99aff3bcf852bba844b1f31ab61133,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/739,44,1b4d8148dd3b5d38228d7f5ae308c36b5167d18320bc8458ef4d61b40796d359,b095595b551356dc8101c4d2e7658c715a38cc550ad1114d1e98fc7327bd057e,b095595b551356dc8101c4d2e7658c715a38cc550ad1114d1e98fc7327bd057e,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/739,55,f660df4ed51b65a5a5296c915e445e38a157f45e3e516772505476ff98d618b7,db189652e0954553c9974d9a43582058fc23cf55d969a1fd32bc7aea042d5f75,db189652e0954553c9974d9a43582058fc23cf55d969a1fd32bc7aea042d5f75,true,fail,fail,entry_point_static_check,expected_entry_point_not_defined,missing_or_wrong_entry_point,AST top-level definitions do not include frozen entry point find_Index,false,true,high,classified_from_saved_diagnostics
Mbpp/124,11,0788abe07724e6cdff4b236f7408dcf4f2893c5a798ac16f5d0c6896deec8f47,e656c04ce5b97235ead0612b56544f96e6cdcedd32028e278fbd8bd1dc6b4369,e656c04ce5b97235ead0612b56544f96e6cdcedd32028e278fbd8bd1dc6b4369,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/124,22,256b17eea73e2c973591bce284cd8e07bc773cfcae0426a4b66ebe1b2e3fddba,88e7dd4e276c59e5b5248f52538b08e4fde90db7f4297a264009abe23c452e95,88e7dd4e276c59e5b5248f52538b08e4fde90db7f4297a264009abe23c452e95,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/124,33,199e3da61c758222980af5113c9aea91f31f13342edf35835d562b4d109be5d5,3afa45fbda33ba5dd5540600d7b0750b06400ab7863af5796d9db83a2304ab20,3afa45fbda33ba5dd5540600d7b0750b06400ab7863af5796d9db83a2304ab20,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/124,44,e038bf98ec60ab77ae9421e22fe5fc743bebc946363af3befce2d65cbf430625,27b245f142c68444e0d9dd1d4b7c523725fc51ab2f29f636437b69b614fe1f54,27b245f142c68444e0d9dd1d4b7c523725fc51ab2f29f636437b69b614fe1f54,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/124,55,e054b26994a5ba81f9c4d258d8eb2b733505f3cd75c75e50325e12150cb811b1,8d728162ec982c42911c1f717e7a9fa4e613765611b9449ec6dc26cc90d0e0a0,8d728162ec982c42911c1f717e7a9fa4e613765611b9449ec6dc26cc90d0e0a0,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/72,11,edbaa7f725256a414046f57933977a59dd99129a07038062dcfbf330d99f21a0,e01aec71f6f63ba355f16dd4d61fdfbee73704900bb6c1fdde69417e5dd0dc34,e01aec71f6f63ba355f16dd4d61fdfbee73704900bb6c1fdde69417e5dd0dc34,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/72,44,02b6a801c7ac7ec794085afcce4e3554485ae97e15fe2bd5102462c5bd829dce,a9b7a917581b9bc7398a1ded188057d9a1a7041c74409b19a843666a93464daf,a9b7a917581b9bc7398a1ded188057d9a1a7041c74409b19a843666a93464daf,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/72,55,0a149217236c5edd3357ce28fdf25b76de6841838664ac36837e0b4803491456,c00c09adc16f9b4bf9f510085c125c96daaf969e4057839eedaeac4559d2a4ea,c00c09adc16f9b4bf9f510085c125c96daaf969e4057839eedaeac4559d2a4ea,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/792,11,7164674e6991cae4047817a4ca3a65a87fe039d0e6794ded49b0b019174594af,db1fe18cb6509c8aa3689eec64938ad9a5c8c111f396752047d4d36c83d8e590,db1fe18cb6509c8aa3689eec64938ad9a5c8c111f396752047d4d36c83d8e590,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/792,22,fcaeda134ff655fb938c910779ea69d01070527a9f084db8e1626f7ca11d1e52,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/792,33,a00444a7b3f0dc19cf38d4bbf9fdeeefb9c85a6eddfc79e9ef5481abf5694b7e,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/792,44,a011b6d9599d1c0bc9ab94187bd132a0b1f8ce38baf2cd01c7e79e9045a174ce,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/792,55,dde813af67814be058f200a2ed6f52be17ccedb376bab25870f5c7e63913e92a,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,5765b2e478dedf1d0da415ef47b6efa44f5c90d518383846a02b8fa3f1425346,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/435,11,9a4ba4d0dd995568f77294327a8d0e2815d93a5bdff633e7795b8a6906c23ec7,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/435,22,a442f3cf2f498c5dd6b09cc91b39d21263b19c7fd0cd5727dce0a3188c826b17,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,3041fbe17ee9320a111716daf315be599d97e58241592434cc0b6c4c196cc84e,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/435,44,5105657ca9cb702a8e2b6b92000cb983044a51908aff55e5e8f6075e191e6bf0,09b2b004a21ad29894c9e237825d2ed2969a7d0a31d045db75cf39f1d88e9218,09b2b004a21ad29894c9e237825d2ed2969a7d0a31d045db75cf39f1d88e9218,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/435,55,72b93e4011a25aadbd7c9957b32225a8e08849e71becbba3992d7f495617df6e,8b42e0b23ea7251b9b4c1a7554c92a712d996132d70ff5a3a94e28671c21851b,8b42e0b23ea7251b9b4c1a7554c92a712d996132d70ff5a3a94e28671c21851b,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/597,11,462e9fa0273613c671939b65cf39a40aea72a73220442fd0dee3f6efa70b18ed,7dd42bc33c8ec35eeb258ecd95c648adb0dbb840eabb62ecafb99a607ed29ae6,7dd42bc33c8ec35eeb258ecd95c648adb0dbb840eabb62ecafb99a607ed29ae6,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/597,22,41a86296462f8ebf146c7ec3346abd203292c5da2ea4b8ed368b91dc2898380a,08e3de7f1c10a18e5fc450cdd5c0a46b2e3bda8d3e7d41cdf7665ec04fbddc31,08e3de7f1c10a18e5fc450cdd5c0a46b2e3bda8d3e7d41cdf7665ec04fbddc31,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/597,33,36af723fe3301aefbd8c1a3d18f349f45d7307ba03dd87136ca9a2cff662d19d,85111f8f428d418c7cf16c7c739cbd28def2c6749e9a6f709afc8311316a96c7,85111f8f428d418c7cf16c7c739cbd28def2c6749e9a6f709afc8311316a96c7,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/597,44,f1996e8904e56298d8f8866768c69fa168ef527f5e4a9a5737a5907724c49ad3,cbdd245087aa1e6a1abb4cfdd342dae148bf4780aad98df9eb18a68dee8b11e6,cbdd245087aa1e6a1abb4cfdd342dae148bf4780aad98df9eb18a68dee8b11e6,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/597,55,f54be678a955033537d95d1192668614816aca6250ac0b0af7f15c13d3b501a5,c12286a0654c27bef627e7b8e497aee95d242721b66b7ae6c1c022162e1e3ade,c12286a0654c27bef627e7b8e497aee95d242721b66b7ae6c1c022162e1e3ade,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/765,11,afa8fe88377f0622328f6f467c5e92864de7dd34bd7bf603b703b33e094ef7a6,9f2ae903dbdc764d734c14ed673fd765649d4347f958353d31ca7350be25a0c0,9f2ae903dbdc764d734c14ed673fd765649d4347f958353d31ca7350be25a0c0,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,high,classified_from_saved_diagnostics
Mbpp/765,22,9698de75e34cd4671397ad840c1e051086d4f1d8eb74d9acd28f2b36ffdec4b8,23c8b993ea7a26e5ff8d62282a6d0a3215092f67d393beaf5f347a7bf98a56d8,23c8b993ea7a26e5ff8d62282a6d0a3215092f67d393beaf5f347a7bf98a56d8,true,fail,fail,entry_point_static_check,expected_entry_point_not_defined,missing_or_wrong_entry_point,AST top-level definitions do not include frozen entry point is_polite,false,true,high,classified_from_saved_diagnostics
Mbpp/765,33,d29cc128d90b26af673792782106cfb1b0b39182a0302f8bcee949d406f5ec98,2c34cf6d6cff4e3dfc6648fc3c742bc53574d04280cce0b37a3ab6526f595ba8,2c34cf6d6cff4e3dfc6648fc3c742bc53574d04280cce0b37a3ab6526f595ba8,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,high,classified_from_saved_diagnostics
Mbpp/765,44,156327151ca989d137bb3873f745dc8c07c90e10b1daf965e7d564c728a661aa,77f60a28f3eff84c734625e6a8638fb94b232de4bdfb35398174317c5be4c149,77f60a28f3eff84c734625e6a8638fb94b232de4bdfb35398174317c5be4c149,true,fail,fail,entry_point_static_check,expected_entry_point_not_defined,missing_or_wrong_entry_point,AST top-level definitions do not include frozen entry point is_polite,false,true,high,classified_from_saved_diagnostics
Mbpp/765,55,9573a4f29dab282ca46dcba76337dba27b2513ae50cc3f791f2399424c13b2f9,8be50fc8d14843464235263b91eae070955f4ecaaf321e9e94330386093a1c42,8be50fc8d14843464235263b91eae070955f4ecaaf321e9e94330386093a1c42,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,high,classified_from_saved_diagnostics
Mbpp/777,11,ee2cab43c522e3c981271e7f08d7faa0fd602c5bfd22b462506c1ff6782c568a,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/777,22,bce2fe2e987d5e076ec067816bd4477bd72f12ac06ba2a1a25be8cd7093aa105,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/777,33,c56bad2155dc2f66a02f25874d72b48aeb572f5b9566b96c74342a01a77801e5,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/777,44,27d0e32bf481b207af360ae3d8fed2e91dac8bfc9e757256e1989b9b883cdc03,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/777,55,969ddec92767c0af859be8357e3a8c42f5b1a7a73d4866fae081f4393fd98dde,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,fa33538692e1d950635ced9874194f089606bc344f12a2383e044531e17c2a81,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/742,11,5aea53a20b1febb7e1eeb4ed93fc5216c31e5b24a7cc7f5ea38de126e33440d2,46fbb4f5940db6e31bdfb68c8cad8147d2a681f40b34ab40c20ce30214950b67,46fbb4f5940db6e31bdfb68c8cad8147d2a681f40b34ab40c20ce30214950b67,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/742,22,8cbab4f1829e18ed3bb1f07d9fd5edcadbf85254353c1d682a6a814806df9940,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/742,33,e9348a6169f4acb559ea6d1f62a5807363d63ed4b40013dc788cf73f6ff1c55a,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/742,44,6109fe2f73cbe25ebda2614563a4ef4644c343a8bc786770f2cf64efd1e6e3da,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,5772246b9eae2b6b4f4d293ab73e007dd54293b5455fdbddaf1f63a47d779de3,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/279,11,4ef50719b6f9f9eda05c5be899dbfc6d3bd5eb27b5914e9976c21e03220d45a7,779c9890e439fab76828bd208193148daf5f167067c5081d322aa99d2539c369,779c9890e439fab76828bd208193148daf5f167067c5081d322aa99d2539c369,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
