run_id,timestamp,model_name,skill_name,ablation_id,sample_index,code_commit_hash,python_version,mcri_version,model_temperature,repetitions_planned,repetitions_completed,fail_count,pass_rate,avg_exec_time,score_l1_total,score_l1_1_syntax,score_l1_2_runtime,score_l2_total,score_l2_1_contract,score_l2_2_purity,avg_l3_total,avg_l3_1_internal,avg_l3_2_external,avg_l4_total,avg_l4_1_numeric,avg_l4_2_visual,avg_l4_3_artifacts,avg_complexity_math_ops,avg_complexity_inference_steps,avg_complexity_ast_nodes,avg_complexity_loop_depth,score_program_total,score_math_total,score_l5_architecture,avg_l4_4_mqi,avg_mcri_total,source_code_path,notes,batch_id,golden_prompt_path,prompt_hash,prompt_tokens,completion_tokens,total_tokens,latency_ms,healer_applied,healer_fix_count,healer_fixes_basic,healer_fixes_regex,healer_fixes_ast
58ecb12b-dda2-45a4-8cb8-985d574aadaf,2026-02-23T15:12:59.368315+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,0,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,9.0,0.0,14.5,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_4fe140ef.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: NameError; Rep2 失敗: NameError; Rep3 失敗: NameError; 成功 0/3 次 | Perf: 96.14s | Tokens: In=759, Out=2048 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:1",,,,759,2048,2807,96142,0,0,0,0,0
3833a146-1d8b-4a93-9126-0e793cd518a8,2026-02-23T15:19:54.560669+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,2,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,30.0,7.0,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_f88c5f3e.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.84s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:2",,,,2125,554,2679,24839,1,2,0,0,2
75cd6942-f400-4f7d-a896-ea5e59792b28,2026-02-23T15:20:22.004661+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,2,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,27.67,7.0,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_b12fbb39.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.86s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:3",,,,2125,554,2679,24857,1,2,0,0,2
c4a0ce3c-ad47-4ba0-8417-96be966dae26,2026-02-23T15:20:49.350627+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,2,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,33.33,9.0,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_7ef8b765.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.80s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:4",,,,2125,554,2679,24802,1,2,0,0,2
049def0a-613a-4559-abc9-c5016cba4322,2026-02-23T15:21:16.667081+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,2,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,34.0,8.33,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_a93a41d0.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.81s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:5",,,,2125,554,2679,24807,1,2,0,0,2
dfb7251a-17c4-441e-85d9-2ca13b99dd73,2026-02-23T15:21:36.379934+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,13.5,6.0,7.5,16.33,10.0,6.33,27.44,5.0,4.0,5.0,20.33,5.0,273.0,1.0,37.0,43.78,10.5,4.78,80.78,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_4fac3864.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 17.15s | Tokens: In=759, Out=346 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:1",,,,759,346,1105,17148,0,0,0,0,0
226f2119-b1ad-4d5d-97ce-05812f2b2487,2026-02-23T15:21:53.745775+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,13.5,6.0,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,25.33,7.67,273.0,1.0,37.0,47.0,10.5,5.0,84.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_e17b6235.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 14.92s | Tokens: In=759, Out=346 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:2",,,,759,346,1105,14922,0,0,0,0,0
60792319-bc6d-484f-804d-2973c804b930,2026-02-23T15:22:11.279475+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,13.5,6.0,7.5,14.67,10.0,4.67,25.22,5.0,4.0,5.0,17.33,4.33,273.0,1.0,37.0,39.89,10.5,4.56,76.89,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_3149d475.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 15.04s | Tokens: In=759, Out=346 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:3",,,,759,346,1105,15039,0,0,0,0,0
78a9d0a3-ae23-4fae-b315-55748fd7a26a,2026-02-23T15:22:25.962924+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,13.5,6.0,7.5,16.33,10.0,6.33,26.33,5.0,4.0,3.0,23.67,5.67,249.0,1.0,37.0,42.67,10.5,5.0,79.67,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_fcc3bb96.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 12.20s | Tokens: In=759, Out=281 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:4",,,,759,281,1040,12201,0,0,0,0,0
413af90a-29a3-4997-aabb-4783c662bead,2026-02-23T15:22:41.659340+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,13.5,6.0,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,41.33,10.67,251.0,1.0,37.0,47.0,10.5,5.0,84.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_df50f14c.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 13.25s | Tokens: In=759, Out=307 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:5",,,,759,307,1066,13248,0,0,0,0,0
14e77bad-21e0-45ce-b36d-66b45e3e5558,2026-02-23T15:23:10.131542+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,33.0,8.0,4108.0,2.0,47.0,47.0,17.0,5.0,94.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_50e57329.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.96s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:1",,,,2125,554,2679,25960,1,1,0,0,0
13197b85-5301-492d-b0e0-ebb4b5fd1c57,2026-02-23T15:23:37.542836+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,29.67,6.67,4108.0,2.0,47.0,47.0,17.0,5.0,94.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_6dbebbf9.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.82s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:2",,,,2125,554,2679,24825,1,1,0,0,0
3d8c16af-022b-48b1-8132-c3fa94e33b3a,2026-02-23T15:24:04.854220+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,29.0,7.0,4108.0,2.0,47.0,47.0,17.0,5.0,94.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_ed825e1d.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.82s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:3",,,,2125,554,2679,24815,1,1,0,0,0
d582945f-7ad5-4faa-b37c-560e1c70dc4e,2026-02-23T15:24:32.250360+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,32.67,7.67,4108.0,2.0,47.0,47.0,17.0,5.0,94.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_88a88eee.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.89s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:4",,,,2125,554,2679,24889,1,1,0,0,0
c73c90b6-aecc-4d4d-8d10-d7fcc10214e5,2026-02-23T15:24:59.628529+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,28.33,7.33,4108.0,2.0,47.0,47.0,17.0,5.0,94.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_a1800c55.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.80s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:5",,,,2125,554,2679,24803,1,1,0,0,0
0e9c4575-0253-455e-b81a-47bbacb6d384,2026-02-23T15:25:26.954882+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,33.67,8.33,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_ff109956.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.80s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:1",,,,2125,554,2679,24797,1,2,0,0,2
80c95987-0b40-412c-af71-2006b9b37ce2,2026-02-23T15:25:54.366112+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,31.33,8.33,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_265cfecf.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 24.88s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:2",,,,2125,554,2679,24879,1,2,0,0,2
1b7be8fc-7c3b-4e37-8585-36b3cbb75e99,2026-02-23T15:26:22.358201+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,28.33,7.0,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_3b288b72.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.38s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:3",,,,2125,554,2679,25382,1,2,0,0,2
