item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,score_l4_4_mqi,score_math_total,score_math_quality,score_math_difficulty,score_math_sympy_verified,score_math_hygiene_score,score_math_is,complexity_math_ops,complexity_inference_steps,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
2c74c44c-d6fd-4e92-8187-399f4edbe536,8601a477-696a-4204-b7af-dd91038fc68c,1,$(\sqrt{63} + \sqrt{7}) + \sqrt{5}(\sqrt{35} - 3)$,,-3\sqrt{5} + 9\sqrt{7},PASS,,1,7.5,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,23,7,533,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
839492ba-e159-4eda-8277-0d5020646e02,06a2cc61-9185-4a68-b0a4-9c61c9675d24,3,Simplify $(3\sqrt{45} + \sqrt{45} - 2\sqrt{45}) + (\sqrt{7} + \sqrt{2})(\sqrt{3} - 1)$,,-\sqrt{2} + 6\sqrt{5} + \sqrt{6} - \sqrt{7} + \sqrt{21},PASS,,1,7.5,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,33,9,819,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
0aa1d1ec-05af-41f7-b1cd-29457eb52979,fdd330b2-f8e8-4650-9c71-4339d44be335,1,化簡 $$-2\sqrt{10} - \sqrt{18}$$,,-3\sqrt{2} - 2\sqrt{10},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,16,5,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
c3995570-29a7-45a3-992b-e5811c2bf087,fdd330b2-f8e8-4650-9c71-4339d44be335,2,化簡 $$-\sqrt{27} - 2\sqrt{3}$$,,-5\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,22.0,5,4,5,4.0,35.0,0.0,0.0,False,15,4.0,12,2,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5cfcce96-0350-4609-8fd7-c16a0b8a8908,fdd330b2-f8e8-4650-9c71-4339d44be335,3,化簡 $$4\sqrt{50} - 3\sqrt{20}$$,,20\sqrt{2} - 6\sqrt{5},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
8a1f26c9-43ea-4700-b73d-168c878aa3f1,a58d9c3e-0d34-468f-b31e-f9ba55de9d1c,1,化簡 $$-2\sqrt{5} - 4\sqrt{6}$$,,-2\sqrt{5} - 4\sqrt{6},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,16,5,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
f0f8a5c9-570f-45f6-aae0-b670799d3024,a58d9c3e-0d34-468f-b31e-f9ba55de9d1c,2,化簡 $$-3\sqrt{32} - 2\sqrt{72}$$,,-24\sqrt{2},PASS,,1,7.5,7.5,13.0,10.0,3.0,22.0,5,4,5,4.0,35.0,0.0,0.0,False,15,4.0,12,2,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
12267e16-1b74-4abd-8c61-39914f6dae60,a58d9c3e-0d34-468f-b31e-f9ba55de9d1c,3,化簡 $$-4\sqrt{2} - 2\sqrt{50}$$,,-14\sqrt{2},PASS,,1,7.5,7.5,13.0,10.0,3.0,22.0,5,4,5,4.0,35.0,0.0,0.0,False,15,4.0,12,2,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
9db9b624-e126-4bb3-8ce3-09a98fb544e6,ff635ef2-fa95-42a2-82b9-cd6146359ff7,1,化簡 $$3\sqrt{32} - 2\sqrt{20}$$,,12\sqrt{2} - 4\sqrt{5},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
2c223039-4dc9-4816-977b-2b2096f28221,ff635ef2-fa95-42a2-82b9-cd6146359ff7,2,化簡 $$5\sqrt{72} - \sqrt{32}$$,,26\sqrt{2},PASS,,1,7.5,7.5,13.0,10.0,3.0,21.33,5,4,5,3.33,34.33,0.0,0.0,False,15,4.0,10,2,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
375017aa-a3f1-4526-b046-3d7794d98d9b,ff635ef2-fa95-42a2-82b9-cd6146359ff7,3,化簡 $$-4\sqrt{18} + 2\sqrt{3}$$,,-12\sqrt{2} + 2\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
ecc0b135-8699-4638-998e-52448ac339ec,767166bb-c065-4acf-b5e5-b44d0adedb0a,1,化簡 $$5\sqrt{32} - 3\sqrt{3}$$,,20\sqrt{2} - 3\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4509,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
c68abb7e-62b7-40f0-abeb-556c2b300f5b,767166bb-c065-4acf-b5e5-b44d0adedb0a,2,化簡 $$4\sqrt{32} - 2\sqrt{20}$$,,16\sqrt{2} - 4\sqrt{5},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4509,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
c2f11b20-c380-4a39-9467-45d056cb6d66,767166bb-c065-4acf-b5e5-b44d0adedb0a,3,化簡 $$5\sqrt{72} - 5\sqrt{18}$$,,15\sqrt{2},PASS,,1,7.5,7.5,13.0,10.0,3.0,21.33,5,4,5,3.33,34.33,0.0,0.0,False,15,4.0,10,2,4509,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
4036d91c-5e17-4556-b889-c5c9f9e2ac11,be524d6d-19f6-4617-88ee-204688380d72,1,化簡 $$-3\sqrt{5} - \sqrt{24}$$,,-3\sqrt{5} - 2\sqrt{6},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,16,5,4530,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
68dd2f44-f691-4243-8409-6b1d13b8b069,be524d6d-19f6-4617-88ee-204688380d72,2,化簡 $$-4\sqrt{3} - 3\sqrt{3}$$,,-7\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,22.0,5,4,5,4.0,35.0,0.0,0.0,False,15,4.0,12,2,4530,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
a4c55b8f-84cf-4e67-86e8-34552c55de28,be524d6d-19f6-4617-88ee-204688380d72,3,化簡 $$-4\sqrt{12} - 5\sqrt{3}$$,,-13\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,22.0,5,4,5,4.0,35.0,0.0,0.0,False,15,4.0,12,2,4530,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
b544eff9-6418-45af-96c5-13f212bc5446,f76ff10a-137d-4650-9dc6-6c17183b3c6e,1,化簡 $$-4\sqrt{7} - 5\sqrt{48}$$,,-20\sqrt{3} - 4\sqrt{7},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,16,5,4463,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
db83efd3-781c-4a69-afe6-7a26ff8c07b7,f76ff10a-137d-4650-9dc6-6c17183b3c6e,2,化簡 $$-4\sqrt{32} - \sqrt{2}$$,,-17\sqrt{2},PASS,,1,7.5,7.5,13.0,10.0,3.0,22.0,5,4,5,4.0,35.0,0.0,0.0,False,15,4.0,12,2,4463,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
45fc6b9a-2708-46b2-866e-95a0f49e75ea,f76ff10a-137d-4650-9dc6-6c17183b3c6e,3,化簡 $$-4\sqrt{45} + 3\sqrt{3}$$,,3\sqrt{3} - 12\sqrt{5},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4463,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
95bd3240-9182-4521-88e2-c16d43165044,67264e37-48eb-4038-8a8c-48450e8e682e,1,化簡 $$-5\sqrt{27} + \sqrt{10}$$,,-15\sqrt{3} + \sqrt{10},PASS,,1,7.5,7.5,13.0,10.0,3.0,26.33,5,4,5,4.33,39.33,0.0,0.0,False,15,8.0,13,4,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
e66ea297-073f-42cd-ae49-605c0abd885d,67264e37-48eb-4038-8a8c-48450e8e682e,2,化簡 $$-3\sqrt{12} - \sqrt{32}$$,,-4\sqrt{2} - 6\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,16,5,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
042a042d-19ae-43cc-ae16-47b06166be20,67264e37-48eb-4038-8a8c-48450e8e682e,3,化簡 $$3\sqrt{32} - 3\sqrt{24}$$,,12\sqrt{2} - 6\sqrt{6},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5fec29f1-0283-4689-8b34-8399c1831da3,4c58309c-67bb-442f-8363-d4323b723fcb,1,化簡 $$5\sqrt{50} - 3\sqrt{3}$$,,25\sqrt{2} - 3\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4463,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
bf7d57c1-811b-48d7-aee4-2ebbe29ef9d5,4c58309c-67bb-442f-8363-d4323b723fcb,2,化簡 $$5\sqrt{12} + 3\sqrt{18}$$,,9\sqrt{2} + 10\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.33,5,4,5,4.33,41.33,0.0,0.0,False,15,10.0,13,5,4463,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
293ea5c8-9dff-45a5-8862-f2aa2a9dd0c5,4c58309c-67bb-442f-8363-d4323b723fcb,3,化簡 $$-5\sqrt{2} + 3\sqrt{8}$$,,\sqrt{2},PASS,,1,7.5,7.5,13.0,10.0,3.0,19.0,5,4,5,3.0,32.0,0.0,0.0,False,15,2.0,9,1,4463,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
9cfdab8a-5384-468f-98ad-c2f35c2e30be,d1e21415-cc7d-4097-98da-6182e7e26731,1,化簡 $$-3\sqrt{6} + 4\sqrt{48}$$,,16\sqrt{3} - 3\sqrt{6},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
8f3e8e32-889f-4e50-a6e7-980b25716ac8,d1e21415-cc7d-4097-98da-6182e7e26731,2,化簡 $$-4\sqrt{24} + 2\sqrt{75}$$,,10\sqrt{3} - 8\sqrt{6},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
21caac59-41b8-41a3-8272-0f1245b5ad0d,d1e21415-cc7d-4097-98da-6182e7e26731,3,化簡 $$\sqrt{18} + 2\sqrt{3}$$,,3\sqrt{2} + 2\sqrt{3},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.33,5,4,5,4.33,41.33,0.0,0.0,False,15,10.0,13,5,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
8e23f5fa-ff89-4547-a568-d85ebdcad26c,fb60e03a-0afb-4b20-b0b2-278768a7f7eb,1,化簡 $$2\sqrt{50} + 2\sqrt{7}$$,,10\sqrt{2} + 2\sqrt{7},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.33,5,4,5,4.33,41.33,0.0,0.0,False,15,10.0,13,5,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
bc804aa4-0947-4b18-b085-d3e8a596aed9,fb60e03a-0afb-4b20-b0b2-278768a7f7eb,2,化簡 $$\sqrt{8} - 3\sqrt{20}$$,,2\sqrt{2} - 6\sqrt{5},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.67,5,4,5,4.67,41.67,0.0,0.0,False,15,10.0,14,5,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f6bb2173-f53a-4b58-9d77-f8a83b531c18,fb60e03a-0afb-4b20-b0b2-278768a7f7eb,3,化簡 $$3\sqrt{27} + 3\sqrt{24}$$,,9\sqrt{3} + 6\sqrt{6},PASS,,1,7.5,7.5,13.0,10.0,3.0,28.33,5,4,5,4.33,41.33,0.0,0.0,False,15,10.0,13,5,4491,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
fc4ca38e-96ad-4825-9a7c-3e87cf5f5669,5ddecb86-4175-4088-8173-5359ca9ce3ff,1,$\sqrt{6}(\sqrt{10} - \sqrt{11})$,,2\sqrt{15}-\sqrt{66},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,18,6,882,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
f8faa8f6-051b-41ef-a86c-48fc0863b8b0,5ddecb86-4175-4088-8173-5359ca9ce3ff,2,$\sqrt{3}(\sqrt{10} - \sqrt{2})$,,-\sqrt{6}+\sqrt{30},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,18,6,882,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
8abfd121-be03-4b85-aec9-9d6bc44ea868,5ddecb86-4175-4088-8173-5359ca9ce3ff,3,$\sqrt{5}(\sqrt{2} + \sqrt{6})$,,\sqrt{10}+\sqrt{30},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,17,5,882,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
944b2850-e326-4147-a2b6-d76496f0e42f,5ac9f967-6b0f-4919-951e-f87757cbbfa0,1,Simplify $\sqrt{5} (\sqrt{2} + \sqrt{8})$,,\sqrt{10} + 2\sqrt{10},PASS,,1,7.5,7.5,13.0,10.0,3.0,22.0,5,4,5,4.0,35.0,0.0,0.0,False,15,4.0,12,2,454,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
c33a3aca-211e-4d95-8da8-84bed309181c,5ac9f967-6b0f-4919-951e-f87757cbbfa0,2,Simplify $\sqrt{3} (\sqrt{3} + \sqrt{10})$,,3 + \sqrt{30},PASS,,1,7.5,7.5,13.0,10.0,3.0,29.0,5,4,5,5.0,42.0,0.0,0.0,False,15,10.0,17,5,454,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
cd46104c-d1a7-4e35-9874-d9de3663624e,5ac9f967-6b0f-4919-951e-f87757cbbfa0,3,Simplify $\sqrt{3} (\sqrt{4} + \sqrt{6})$,,2\sqrt{3} + 3\sqrt{2},PASS,,1,7.5,7.5,13.0,10.0,3.0,27.0,5,4,5,5.0,40.0,0.0,0.0,False,15,8.0,15,4,454,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
a0a0a4a9-d4ae-4693-8742-751570e8e175,2adbb0c3-3f06-4fd0-a659-fa3ece8981d1,1,Simplify the following expression: $(4\sqrt{63} + 4\sqrt{98})(-2\sqrt{10} + 3\sqrt{40})$,,224\sqrt{5}+48\sqrt{70},PASS,,1,7.5,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,29,8,1039,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
eda4c316-e139-4264-b2cb-58e9d4f15ece,2adbb0c3-3f06-4fd0-a659-fa3ece8981d1,2,Simplify the following expression: $(3\sqrt{32} - 4\sqrt{10})(-5\sqrt{80} + 4\sqrt{2})$,,96+400\sqrt{2}-32\sqrt{5}-240\sqrt{10},PASS,,1,7.5,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,34,12,1039,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
f076dbd0-000c-4732-b482-21614665c1f2,2adbb0c3-3f06-4fd0-a659-fa3ece8981d1,3,Simplify the following expression: $(-3\sqrt{7} - 3\sqrt{40})(5\sqrt{3} + 4\sqrt{8})$,,-96\sqrt{5}-24\sqrt{14}-15\sqrt{21}-30\sqrt{30},PASS,,1,7.5,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,35,12,1039,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
ccda9df9-d42c-4800-8964-00b55e78aec4,8197e827-d646-4f79-af8e-458a295fa7e6,1,Simplify $\sqrt{20} + \sqrt{125} - \sqrt{80}$,,3\sqrt{5},PASS,,1,7.5,7.5,13.0,10.0,3.0,22.33,5,4,5,4.33,35.33,0.0,0.0,False,15,4.0,13,2,657,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
8d071087-b098-4233-97f7-d050102b66ae,8197e827-d646-4f79-af8e-458a295fa7e6,2,Simplify $\sqrt{4}(\sqrt{6} + \sqrt{4})$,,4 + 2\sqrt{6},PASS,,1,7.5,7.5,13.0,10.0,3.0,24.33,5,4,5,4.33,37.33,0.0,0.0,False,15,6.0,13,3,657,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
9215a285-f269-46f2-8c28-111ec64e8f25,8197e827-d646-4f79-af8e-458a295fa7e6,3,Simplify $\sqrt{8} + \sqrt{18} - \sqrt{32}$,,\sqrt{2},PASS,,1,7.5,7.5,13.0,10.0,3.0,20.0,5,4,5,4.0,33.0,0.0,0.0,False,15,2.0,12,1,657,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
4dcf2f29-4339-446e-ba5b-68325dd818d8,4a5b5d52-4868-4648-8cc4-eb94bbb77cff,1,化簡 $$(-5\sqrt{20} - 4\sqrt{6} + 2\sqrt{5} - 4\sqrt{6}) + 4(\sqrt{7} + \sqrt{5})$$,,-4\sqrt{5} - 8\sqrt{6} + 4\sqrt{7},PASS,,1,7.5,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,32,7,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.07
0a0782f2-b88c-4d60-beab-853f22bb501b,4a5b5d52-4868-4648-8cc4-eb94bbb77cff,2,化簡 $$(-4\sqrt{72} + 3\sqrt{6} + 5\sqrt{32} - 4\sqrt{5}) + 4(\sqrt{2} + \sqrt{3})$$,,4\sqrt{3} - 4\sqrt{5} + 3\sqrt{6},PASS,,1,7.5,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,31,7,4495,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
