run_id,timestamp,model_name,skill_name,ablation_id,sample_index,code_commit_hash,python_version,mcri_version,model_temperature,repetitions_planned,repetitions_completed,fail_count,pass_rate,avg_exec_time,score_l1_total,score_l1_1_syntax,score_l1_2_runtime,score_l2_total,score_l2_1_contract,score_l2_2_purity,avg_l3_total,avg_l3_1_internal,avg_l3_2_external,avg_l4_total,avg_l4_1_numeric,avg_l4_2_visual,avg_l4_3_artifacts,avg_complexity_math_ops,avg_complexity_inference_steps,avg_complexity_ast_nodes,avg_complexity_loop_depth,score_program_total,score_math_total,score_l5_architecture,avg_l4_4_mqi,avg_mcri_total,source_code_path,notes,batch_id,golden_prompt_path,prompt_hash,prompt_tokens,completion_tokens,total_tokens,latency_ms,healer_applied,healer_fix_count
f9bbf55f-061a-4f5c-9299-2adf28477afa,2026-02-18T23:46:56.433290+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,0,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,12.56,5.0,2.33,2.33,8.67,0.0,327.0,1.0,38.5,32.56,10.5,2.89,71.06,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_cd8b8647.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:2",,,,0,0,0,0,0,0
9c90ec40-707a-484a-aaea-8c95eab6ab8b,2026-02-19T00:08:34.737362+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,3,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,12.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_fe0bc747.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: SyntaxError; Rep2 失敗: SyntaxError; Rep3 失敗: SyntaxError; 成功 0/3 次 | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:2",,,,0,0,0,0,0,0
41ac7a0f-f580-4e09-8230-982b7f77c5ec,2026-02-19T00:08:55.978497+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,10.5,3.0,7.5,15.0,7.5,7.5,13.0,10.0,3.0,14.56,5.0,3.0,3.0,10.67,0.0,356.0,1.0,34.5,27.56,9.0,3.56,62.06,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_0c4f08b2.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:3",,,,0,0,0,0,0,0
8d68fa7b-6b54-4c59-8650-cea77d98c583,2026-02-19T00:10:47.111197+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,10.5,3.0,7.5,15.0,7.5,7.5,20.0,10.0,10.0,14.89,5.0,3.0,5.0,5.67,0.0,289.0,1.0,33.0,34.89,7.5,1.89,67.89,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_15db46b2.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:4",,,,0,0,0,0,0,0
27f8ade9-a547-4114-9073-8b006a42baf1,2026-02-19T00:12:16.307769+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,13.67,5.0,3.0,3.67,6.0,0.0,255.0,0.0,39.0,33.67,11.0,2.0,72.67,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_2d988962.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:5",,,,0,0,0,0,0,0
2a5a1fd4-30a2-475f-9d20-40277d6f3302,2026-02-19T00:12:42.899229+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,16.67,6.0,3512.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_469797ed.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:1",,,,0,0,0,0,1,1
78d70921-3f7c-4255-92be-c7210aee90ee,2026-02-19T00:13:10.513450+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,16.0,6.0,3522.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_611eb859.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:2",,,,0,0,0,0,1,1
2658109b-c217-4ec6-b358-50cb156b7b46,2026-02-19T00:13:42.052516+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,17.0,6.0,3522.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_3eb2b112.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:3",,,,0,0,0,0,1,1
4c606316-e51d-4f8b-9860-c53a1269bcdc,2026-02-19T00:14:03.103977+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,17.33,6.0,3522.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_a43bd90c.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:4",,,,0,0,0,0,1,1
c3122856-1f53-4d05-8f71-0ed3fa59432b,2026-02-19T00:14:27.679550+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,27.89,5.0,3.0,5.0,15.67,6.0,3522.0,1.0,47.0,47.89,17.0,4.89,94.89,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_c7065fea.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:5",,,,0,0,0,0,1,1
970371bc-f894-4093-96c5-127ae6f56816,2026-02-19T00:14:51.958322+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,27.67,4.67,3.0,5.0,16.67,6.0,3516.0,1.0,50.0,47.67,20.0,5.0,97.67,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_8e0b6339.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=16) | GenRun:1",,,,0,0,0,0,1,16
87fd7749-d1c0-4573-a0a6-34b8c76ebdf9,2026-02-19T00:15:16.607645+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,16.33,5.67,3499.0,1.0,50.0,48.0,20.0,5.0,98.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_324ac35f.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=17) | GenRun:2",,,,0,0,0,0,1,18
311a4879-0503-4cda-95aa-df77bbdd74a0,2026-02-19T00:15:42.358551+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,27.89,5.0,3.0,5.0,16.0,6.0,3516.0,1.0,50.0,47.89,20.0,4.89,97.89,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_d7281324.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=20) | GenRun:3",,,,0,0,0,0,1,20
9296861d-814b-4a01-b593-edecfd34b210,2026-02-19T00:16:07.043837+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,18.33,6.0,3516.0,1.0,50.0,48.0,20.0,5.0,98.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_f3f1b672.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=21) | GenRun:4",,,,0,0,0,0,1,22
0422ab4d-dc47-4b14-9e03-8b97370aa809,2026-02-19T00:16:37.243764+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,16.33,6.0,3516.0,1.0,50.0,48.0,20.0,5.0,98.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_015ba59b.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=24) | GenRun:5",,,,0,0,0,0,1,24
b0b5df2e-6fa8-4398-873d-e256b9411bfd,2026-02-19T00:17:51.524758+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,12.33,5.0,2.0,2.67,8.0,0.0,385.0,1.0,40.0,32.33,12.0,2.67,72.33,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_5aba218a.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:1",,,,0,0,0,0,0,0
0e3253a1-a04a-4700-946d-0995c8f024df,2026-02-19T00:19:40.643144+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,13.89,5.0,3.0,3.67,6.67,0.0,319.0,1.0,40.0,33.89,12.0,2.22,73.89,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_b86b9c5b.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:2",,,,0,0,0,0,0,0
858e453a-68e0-4f41-b5ec-1393e37ec4ab,2026-02-19T00:21:22.251503+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,7.5,0.0,10.5,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_d3316b08.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: SyntaxError; Rep2 失敗: SyntaxError; Rep3 失敗: SyntaxError; 成功 0/3 次 | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:3",,,,0,0,0,0,0,0
c8072aab-177c-465f-979a-75220f7b03fc,2026-02-19T00:23:25.348053+00:00,Qwen3_8B,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,13.78,5.0,3.0,3.67,6.33,0.0,593.0,1.0,40.0,33.78,12.0,2.11,73.78,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_dde053f7.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:4",,,,0,0,0,0,0,0
