run_id,timestamp,model_name,skill_name,ablation_id,sample_index,code_commit_hash,python_version,mcri_version,model_temperature,repetitions_planned,repetitions_completed,fail_count,pass_rate,avg_exec_time,score_l1_total,score_l1_1_syntax,score_l1_2_runtime,score_l2_total,score_l2_1_contract,score_l2_2_purity,avg_l3_total,avg_l3_1_internal,avg_l3_2_external,avg_l4_total,avg_l4_1_numeric,avg_l4_2_visual,avg_l4_3_artifacts,avg_complexity_math_ops,avg_complexity_inference_steps,avg_complexity_ast_nodes,avg_complexity_loop_depth,score_program_total,score_math_total,score_l5_architecture,avg_l4_4_mqi,avg_mcri_total,source_code_path,notes,batch_id,golden_prompt_path,prompt_hash,prompt_tokens,completion_tokens,total_tokens,latency_ms,healer_applied,healer_fix_count
76753baa-2623-4697-8bc2-384722aea4ed,2026-02-18T16:32:14.525325+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,0,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,11.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_44b5c2bd.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: RecursionError; Rep2 失敗: RecursionError; Rep3 失敗: RecursionError; 成功 0/3 次 | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:1",,,,0,0,0,0,0,0
62056b0e-ecc8-4023-9b59-35a7541bef26,2026-02-18T17:37:03.381041+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,10.5,3.0,7.5,15.0,7.5,7.5,13.0,10.0,3.0,9.56,4.67,2.0,0.0,8.67,0.0,329.0,0.0,33.5,22.56,8.0,2.89,56.06,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_2d6f87e0.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:2",,,,0,0,0,0,0,0
7bbe4ac1-2cbd-44c5-b669-7543dc0810c6,2026-02-18T17:41:03.308212+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,3,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,11.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_c9849e36.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: SyntaxError; Rep2 失敗: SyntaxError; Rep3 失敗: SyntaxError; 成功 0/3 次 | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:3",,,,0,0,0,0,0,0
fc028bcd-ea99-462d-821a-088854e2aaa1,2026-02-18T17:42:29.747273+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,10.5,3.0,7.5,15.0,7.5,7.5,13.0,10.0,3.0,13.55,5.0,3.0,3.0,7.67,0.0,404.0,2.0,34.5,26.55,9.0,2.55,61.05,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_421a8af2.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:4",,,,0,0,0,0,0,0
d76676e7-61a1-4d60-9400-42e414458774,2026-02-18T17:45:23.975735+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,3,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,14.67,5.0,3.0,4.33,7.0,0.0,315.0,1.0,40.0,34.67,12.0,2.33,74.67,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_5d138901.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:5",,,,0,0,0,0,0,0
d10e4a0a-7436-4664-8de2-69a52ab0cab9,2026-02-18T17:46:34.782643+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,16.33,6.0,3520.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_d6c2b85d.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:1",,,,0,0,0,0,1,1
6c9a5945-2686-4b92-ac2c-6045506d9dc5,2026-02-18T17:47:35.119154+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,18.0,6.0,3522.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_658e803a.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:2",,,,0,0,0,0,1,1
587c929d-5a2d-4229-b397-89737aafab75,2026-02-18T17:48:31.807181+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,18.33,6.0,3522.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_55061649.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:3",,,,0,0,0,0,1,1
3366922e-6a2e-4364-8cb7-dd034ef8b151,2026-02-18T17:49:29.500107+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,18.0,6.0,3522.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_29c8b77d.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:4",,,,0,0,0,0,1,1
1098c0ec-ff73-4854-b3bd-cbf6888205b6,2026-02-18T17:50:31.873939+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,2,4,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,17.0,6.0,3522.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_95098104.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:5",,,,0,0,0,0,1,1
a68956b0-f19c-409d-865a-c236ebc5535a,2026-02-18T17:51:33.289045+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,16.33,5.67,3516.0,1.0,50.0,48.0,20.0,5.0,98.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_952542b7.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=18) | GenRun:1",,,,0,0,0,0,1,18
ecf1fd0b-7d1a-4f7c-b775-4c2a45d47971,2026-02-18T17:52:34.405213+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,17.0,6.0,3516.0,1.0,50.0,48.0,20.0,5.0,98.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_e5ba61f0.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=21) | GenRun:2",,,,0,0,0,0,1,21
d4099091-a5ed-4c0c-b911-be4bb22fe3be,2026-02-18T17:53:33.790916+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,17.0,6.0,3516.0,1.0,50.0,48.0,20.0,5.0,98.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_2e746386.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=24) | GenRun:3",,,,0,0,0,0,1,24
9a874992-375a-44aa-8c0d-f5f06ada32e9,2026-02-18T17:54:37.434711+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,18.33,6.0,3516.0,1.0,50.0,48.0,20.0,5.0,98.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_2ddfa8e9.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=27) | GenRun:4",,,,0,0,0,0,1,27
f404b931-33e7-4e0c-a115-24fb52a08db1,2026-02-18T17:55:36.993783+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,16.67,6.0,3516.0,1.0,50.0,48.0,20.0,5.0,98.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_df81fcf1.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=30) | GenRun:5",,,,0,0,0,0,1,30
a62169b2-b2d1-43da-80c7-e55dae4ae438,2026-02-18T18:03:17.154585+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,10.5,3.0,7.5,15.0,7.5,7.5,13.0,10.0,3.0,14.44,5.0,3.0,5.0,4.33,0.0,311.0,0.0,35.0,27.44,9.5,1.44,62.44,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_c1332a89.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:1",,,,0,0,0,0,0,0
4db1dfe3-2608-47e7-8ed1-a9cc083d4174,2026-02-18T18:04:25.979520+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,12.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_f7b80ed8.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: SyntaxError; Rep2 失敗: SyntaxError; Rep3 失敗: SyntaxError; 成功 0/3 次 | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:2",,,,0,0,0,0,0,0
0009daa5-bee2-4624-a21a-551768884ae5,2026-02-18T18:05:20.178030+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,9.5,0.0,12.5,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_a22c6365.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: RecursionError; Rep2 失敗: RecursionError; Rep3 失敗: RecursionError; 成功 0/3 次 | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:3",,,,0,0,0,0,0,0
573e495a-f9bb-4ea3-a57e-f6751ce2a934,2026-02-18T18:06:09.071990+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,11.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_caec8cfe.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: RecursionError; Rep2 失敗: RecursionError; Rep3 失敗: RecursionError; 成功 0/3 次 | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:4",,,,0,0,0,0,0,0
f7529821-5fe7-4cd2-8ed9-c16042b20de3,2026-02-18T18:11:11.580705+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,1,6,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,10.5,0.0,13.5,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_d2918852.py,"L1: AST 解析成功; 發現禁用函數: eval; Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: SyntaxError; Rep2 失敗: SyntaxError; Rep3 失敗: SyntaxError; 成功 0/3 次 | Perf: 0.00s | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:5",,,,0,0,0,0,0,0
88f6a49d-94ff-4150-a26f-e50cf5b58928,2026-02-18T18:12:10.971829+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,2,7,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,27.67,4.67,3.0,5.0,17.33,5.0,3522.0,1.0,47.0,47.67,17.0,5.0,94.67,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_76e12272.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:1",,,,0,0,0,0,1,1
06f6e213-3142-468c-8eca-6289d5df8626,2026-02-18T18:13:11.739956+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,2,7,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,27.67,4.67,3.0,5.0,18.67,5.0,3522.0,1.0,47.0,47.67,17.0,5.0,94.67,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_5be4172a.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:2",,,,0,0,0,0,1,1
a6dac9cc-ddeb-4959-a30e-67e62b929c1e,2026-02-18T18:14:17.775072+00:00,unknown,jh_數學1上_FourArithmeticOperationsOfIntegers,2,7,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,20.0,10.0,10.0,28.0,5.0,3.0,5.0,17.33,5.0,3522.0,1.0,47.0,48.0,17.0,5.0,95.0,E:\Python\MathProject_AST_Research\agent_tools\temp_code\temp_gen_894d24b7.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 0.00s | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | GenRun:3",,,,0,0,0,0,1,1
