run_id,treatment_id,task_id,seed,generation_id,observed_status,pipeline_corrected_status,observed_syntax_compile_status,pipeline_corrected_syntax_compile_status,observed_runtime_timeout_status,pipeline_corrected_runtime_timeout_status,observed_output_sha256,pipeline_corrected_output_sha256,protocol_compliant,reasoning_leakage,evaluator_version,evaluator_engine
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/11,44,7905079a9ef6bf377ae20db93bd073667c540c479b73530efdaa1c699bb38a94,fail,fail,fail,pass,failure,failure,c7dfd1a918ab7ac1ea69ef9cdc10432396cddc8f0d6b946fe92ea55909569364,ac789ecc2cbd6998da71785e92093e72232aa622af2eacdd19e2f491baf7d45e,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/11,55,b6c1f2cff592f84b7ad4a7af5a6b1f19be499cf9c10ae63c315cf217265de28c,fail,fail,fail,not_run_extraction_failed,failure,failure,4a62fbf953099184744c0f2fc38f32549818a6d15017cec12e63914d4c517b99,,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/162,11,b45c1e32345220cd9b6e92265454362dd11c12cee665a37927b4a95ec3ed8cf5,fail,pass,fail,pass,failure,success,5030117c588f88dc0ffcff91dcc9163b1ab4df91d3603a128423d83e7ba0b673,42eef4273eceec722715b11a8ce150fbedb35f1d82a989713e3f20f876f0e43d,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/162,22,eff2218e594940f76def4115f5675a126c219bd6d38619e75c50904a502598f0,fail,pass,fail,pass,failure,success,a163cb037a5113051274290dd898438faf45539ddaf7b67cb8d9f198ada24599,44c85ff1c00c810de93f4771da70b77ae9037928b9ca5e1903462494d35a1a7b,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/162,33,a5d4f478fed6cf8cffad1f4e2ad1ae36ac1279bb8486d5cef591aba5f56f76bf,fail,pass,fail,pass,failure,success,7c521cd3e85002f2a542be3056596fb5c27b1a8d03b10e7db33d4b9a4721d850,6a11d1a8edc108f6218d26633ff261bbe8bf8fc1e9413b548a200a53b8be8f4d,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/162,44,a71baf3122b95a75eae7537e15ee8f39c2c6ba9217862b998fe1d04f0525c661,fail,pass,fail,pass,failure,success,5c8f936292a905fa77000dbf4dc22f440cec3b54e5b76576483f748b4c4d6ca3,8b3405000171678d57afbc957269390f74c51053810aabbcafe2813b7dd3c9a7,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/162,55,95b1ac6b55ab117b76234818e7ba76a1209c5326bd97515a4086d9b7fa70f356,fail,pass,fail,pass,failure,success,ce59749564de5ba1a1b92bdee9f73166600c8d658de508fe8dd46d215cf32f8f,8f039ac257ed6c8f5f33c9c9314d0b21dbd515da404b3ef15ff1f20f2bbdcb2a,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/432,11,1b7f60490789e097043085e2a318e0cc9fbc210e87bc348ea2324d206ae89c1a,fail,pass,fail,pass,failure,success,e26ac4c5d4a723cecd238871f98fe221c3a897a5ed38a9ce76899cd2b665566b,25e0390be634142debc989b15fb8b6fab1234bd44f8c8b589d24c2fcf3db2d1a,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/432,22,b4f7c82c4bc3c8e257cabc09c931a85ede90e507ef8b31a042b7d87566a84e6e,fail,pass,fail,pass,failure,success,cf413576df447ec2ac974ce66ecf6ed07a95119bef5bdbcc30a87842145e02c0,c52370b4d1f7b3eb2b8f4ef302b5bf33388791ed7e63492a384cdb9564ec1689,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/432,33,3cca674d086cc2d8348d9d69a385c05faf44cac3ca8cef41541aece4200eae75,fail,pass,fail,pass,failure,success,d3d73663b931b276a5ef3882a4dde848885b3cc41587d6f6aa74378f160247b2,faf20e1d107074835b0b97f81c4549e34dedac1fd8fbdb6e4d8a2af6cf550d31,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/432,44,76adc5db34bd6447ea5d9299f1b5ea1a942dae28705c8dad811832b1471ad18b,fail,fail,fail,fail,failure,failure,420241724fbe4353b07aaac1a4e28e234d8d1019a558210c6ceb7d598784a3aa,420241724fbe4353b07aaac1a4e28e234d8d1019a558210c6ceb7d598784a3aa,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/432,55,ca407e86ebc118dfe9eb241663db79b85f373b1b489c9040e6dd1478cc7801d7,fail,fail,fail,not_run_extraction_failed,failure,failure,95fe0e6559175dfb3f8780d2c7aeaabd111f606fbe0144356ead4143b1145e93,,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/572,11,8e44229605443cd74b767c97a603476f37c87db47f9426b50651a77a084ce406,fail,pass,fail,pass,failure,success,0d8637eecac13f8c7f53e8dd43c6bd231beb18574f31dd128ae36d015d37137b,16b41b0a5b06e092c1ea91ea75bbf0c3148b6e52fa6b3eb4a03e5a6ffefd29c4,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/572,22,4665e744b1837a1f55af50c1e58e0ef1e3d65e67c9b0f33a6dc4f7ea36f8cff1,fail,pass,fail,pass,failure,success,9779fac6e18a17fff2ae3fc030894fdc83d1a1dca9e9b5f42e318394d2def6f9,d72197126cd84075e4faf1692ed6273e8bfe9ee2db641a16fd261ac6ca10615b,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/572,33,acc05019db717fa0763bda3c4c80683d1edd1135089eee58ddf3ae9cb5630dd1,fail,fail,fail,pass,failure,failure,2d47681b3ee7f3098a1fbf40ddd87a8aa7e75711588812d2b6ce2ae46f1a083f,663a65d444b85151065a5aa84d9176e9f453bb426e8664fcc7ede0f1411352bd,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/572,44,b58594208a05478980ed93ba71821889a0213cf945e24bca878e069728245d85,fail,pass,fail,pass,failure,success,0eb9df54e49992e12d29c7617f9f183e516aa7492c188197e6635a9a9a05d620,9208504f3a5c4bbf52cc3642b1199281c076c0af6825054a9fca1eb7c55944ad,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/572,55,4c817366d17b7415fd0e910fe51078ddafc9fa62976068310e85118f5d7b9ca4,fail,pass,fail,pass,failure,success,f296a4c212821bc525fe9d031b87bd60644ba9d96b691519aa575319d340a35d,725e723f4d82638ca9ad69c3c9f82a902115ad27d949d5c822f36aafa863f8ee,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/626,11,0f681f740a29472a2bd712931bb875e7b53fd2f85b22192a3a98e6b3cd0ad05c,fail,fail,fail,pass,failure,failure,b594e59eb545b8231a5f5dab875b5583ec6d4010cf3f8bc5c59bb67d8a52f484,3f004651d822f64b7794b5c5090e0f65dd0cf87c5164990e943c68b6134c4b2f,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/626,22,1f69eb3847d2b473c2c462d04fd5b5c489029fe40074a95bd7a66ec773c029fe,fail,fail,fail,pass,failure,failure,10c5d9efeff154bffc2173b1cacf3c11646dffe922df5ab4b41699d38441f43f,1d422a24aeb5fe9cef5354cb4a6259a68a1a243c10031c7b67fd24f280a99f37,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/626,33,e05030690f459ec849d2356cf6e70f28db51ead697a5f43a3e49d7d0fcbfca47,fail,fail,fail,pass,failure,failure,c68a3560949fd4e4cc343dabc7082ab694f5163445ca9ce460fe8c1655e67331,c9fb9d16e3585870af938fbc64400e8d814fbf1dcdd136a9d30ee12cad57cfb5,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/626,44,07d28972bff35fa939e18225a17220a1d4177851bc1162c3308d465a4ae07f0e,fail,fail,fail,pass,failure,failure,5b01b2c83aa0a740751e42eb04f887e21733892d4f4e2e36ec8ecef5593b3d54,cf73cb874dd723903cad317f774f8042afbd29b73e4fa39194fda8c7365e33e2,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/626,55,a2b7e4f9e28b2997abfddbc9eb77da8b2336367d008047858f1d4db899c81fc1,fail,fail,fail,pass,failure,failure,21076a6afca9dd1047cf2f4e6c56c36b58996e8b3df6568237129ba923965e22,bca93e980b61c071bd989e8d90d3e2fbdaeee66b2d1fc7814bb94b549f60effa,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/138,11,5488ec4cd29a266f437050b7d96e0fb484ace7ed5c3ba185719afb7a9995d562,fail,fail,fail,not_run_extraction_failed,failure,failure,e0d629de0e66eabcb67f77053982608073dbc1b044f0fdd83f14b9847dacbadf,,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/138,22,346744094409dbd07ef8a4ed0b4deefb8ca4cc8290df9569cbf4f72cab8bb391,fail,fail,fail,pass,failure,failure,635e2c320a40e3697b0e13ad1d23e5cf831a09bd3ab8c5177729a3b1ad770282,e8e2f1b77aee64d085b7151dbefc58605387bf6dc664242e834689a32d6180cb,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/138,33,572705bd867c35ff0d9a50f2fba6e8f9be6e88713d394b2c844e6c1850e0dbdb,fail,fail,fail,fail,failure,failure,52f5880aac5aca362c94f85d52f9dce1d555801c6557307edc37b7918cec2616,52f5880aac5aca362c94f85d52f9dce1d555801c6557307edc37b7918cec2616,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/138,44,3208fe1813c90e148249a12946e26b2a60cb2bedef7ea51e383c09ec6db28e67,fail,fail,fail,pass,failure,failure,e49c2d8bbba06c5861556ce6b170112aa7087f4e6bad333c24812b9cc0acb1b3,f03dc56254f119d3c3f732d7e22b429e7c40ee43e521e9f28293ceb691330650,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/138,55,b56b598036e403b2d0a74106c1a213456d67dd84c8372ac32dfff99351de6d7a,fail,fail,fail,pass,failure,failure,051298da83fd002d104e27a8619c4b377c7f9e1538b524e807691a7f3f9530c6,8606003667d28ca17eed2cdbab21efe1b1f78e2854e517b145d46801abcd4f93,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/244,11,9baa2fd3382813e54f9581a18cde8e369ebf1f8382ec2e08e4fe64bf16569333,fail,fail,fail,fail,failure,failure,1ed3f18293912a6b9557e0cc6744e9bc25d390c7722780e7f09aa09f34b9da58,1ed3f18293912a6b9557e0cc6744e9bc25d390c7722780e7f09aa09f34b9da58,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/244,22,b4aa83d4d22108675d6031d44bb7d5ed9ec04a153621e250f4b361acc07386f0,fail,fail,fail,pass,failure,failure,cd5ae560b379a7fbc87975acbea74e2221344794f4793dcc0b6a75224cb9d3f5,ac8467099312c35dca1d3818e61e2d6ef99e98d3bfbb69b8fdd305fe941440df,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/244,33,4e892201c1ed704b9e2c1fdc84ad48f8d3194d2801005a2bcc7e5ee336dbbdee,fail,fail,fail,pass,failure,failure,204eb61cb93e20f21f6191e273aa839cffef987682838d6262280975897f7d2a,ea2b93c584535a96896e8cd4cb138302d1c619453e7346160486aee1ff1e0236,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/244,44,5064e7038e8544e1028594fce28032ce2e748f55933b42009f9dd1dd9621670e,fail,fail,fail,pass,failure,failure,feee960f7dcc20054da7aeb26880a78a8b58c4d05e38c2f47b1b8a8022fc7736,d4c1f1f85382054063dc2ccc80e3deff0cca7cba1059176a65728b3dfa62a24d,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/244,55,9c0d970c1197af6bbdca437c2e22e2d99897599df5934406f31a4d5e6a8f66eb,fail,fail,fail,pass,failure,failure,bd47a347c3fe40b06de35bef0f0136e1e52d18099f7e9b06baee6e9bc047b8cf,f6c72a94bf8f8059e6e5f1acffc9e477b9474cd2c516d4f5af2b1c443a3d9f7f,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/735,11,444e06a13dd5beeb5ebdf91c15177b0e8c2b46cd9645e34d3c2623b8cdaa4e64,fail,fail,fail,pass,failure,failure,e9cff7f02a8446d425d9865879097ccdd31b3d2e674fecbc2cbd98cfd0257095,ac2f2d4aa3d42379a9392b192c0c2cd41aa24856899b1fda32c42268e4928989,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/735,22,46deff5adafab9a79ba714fab52e992872c93bdde91e91bc61ffd0887fef1c2e,fail,fail,fail,not_run_extraction_failed,failure,failure,092d380de951ffb3f20e3438f537c95ca9d99a5252e67bd7d444f293815c46e2,,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/735,33,fc199125a8364d3c81a6fa68bded9fdb4a3ee605ed87b37a19e8b855365d816c,fail,fail,fail,fail,failure,failure,d80ba588eacb7b8ecaacb3a2d03686abdf7d6a753d4e467cf17fe301e4c44e5f,d80ba588eacb7b8ecaacb3a2d03686abdf7d6a753d4e467cf17fe301e4c44e5f,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/735,44,e31db08d6e6a5fb60d6ff38b602ff6a48f92eb63c373caaf23572f948af40e0c,fail,fail,fail,fail,failure,failure,00f755366dc0b2d7112e20fc0cc02b3b3c69ff1d34578b0fb3f30a12bb532b55,00f755366dc0b2d7112e20fc0cc02b3b3c69ff1d34578b0fb3f30a12bb532b55,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/735,55,5ac8fbae45403fec1df828750c58a021e59d8522b6ab98f495675de4c7f8b202,fail,fail,fail,not_run_extraction_failed,failure,failure,de6d4eaeff16c678d5d4c4fef7054d6442eb29673071311f58a0f420fa3e8d13,,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/14,11,d6df41c74f2113008e98fb1eb8d1e5237900716fd994ec86ff3ad36510296da1,fail,pass,fail,pass,failure,success,7ae51e88f1d31124b3effebf7f7286853930ea011a35cfe2bb5043439b2acf54,dd78505ceace08214a39fc534013499f1902300744ff7fa4de1621856fee371f,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/14,22,4204bd306e49e818b32c6f15c724cf17c588f4f2c80643e41e10b0bbe9253eea,fail,pass,fail,pass,failure,success,7047c9dcdd95076ec84f74c811c0bba58948830adc7f8d613125e89c3c3fe8dd,ff9f38b28685e0de78fd933d29868faadeba1a2860ba404b1fdc4b8372f99725,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/14,33,e0c9f4de582115d35ce5988f42b646a14cef069f827a56be3b71e2cb9335d47a,fail,pass,fail,pass,failure,success,a029e32742f43e001350f9150b17d544e934e394e54670a8c7a346ecd6053d6e,96a08edc475cfcefd691a2be457f0a2f18e1cfff508d56a62f3726661237e1db,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
mbpp_q35_9b_p0_exp40_r001,p0_official_prompt_only,Mbpp/14,44,9b68c781fa9f7678ed940e7355a1d12d5e2943d1aa6adbf821c80befb2552f4c,fail,pass,fail,pass,failure,success,7e0496d7bf0e5cb1d47f55214490f917c53a2235d93422377c73382e2262c23f,4b5637b400e10bd8df5092642facd0c7d4ecf63c9b7dcc3570b946bdadf3b75e,true,false,0.3.1,evalplus_0.3.1_check_correctness_subset
