task_id,seed,paired_identity,p0_generation_id,candidate_generation_id,p0_observed_status,candidate_observed_status,p0_pipeline_status,candidate_pipeline_status,pipeline_transition,p0_raw_sha256,candidate_raw_sha256,candidate_pipeline_sha256,p0_journal_file_sha256,candidate_journal_file_sha256,strict_output_compliance,generation_protocol_compliance,code_fence_marker_count,extra_text,multiple_program_segments,raw_compile_status,raw_compile_diagnostic,pipeline_compile_status,raw_entry_point_status,pipeline_entry_point_status,termination_status,done_reason,extraction_status,extraction_action,reasoning_leakage,functional_correctness,format_violations,transition_evidence_class,causal_interpretation
Mbpp/430,11,Mbpp/430|seed=11,1077087f2d7e9a1c5be3eef81da7dd24881dec34b33875a3bbad496267c137bc,58dcc3ade88205acc26830362c4285d7afb6fde12618d671bfdc07b8b49dbbf0,fail,fail,fail,fail,fail_to_fail,0686ecc2e5f3433b6a1b219290aa3aefe75386b6ee62fb4b704a83e01df6929b,9256d04662cd48a99ef03f345674c37beb0ed82294432990564e6036503a4262,9256d04662cd48a99ef03f345674c37beb0ed82294432990564e6036503a4262,2af4cdf8fef8637bebd742e681b63eb2bfefc5df59f7d44123f64c1ace62c09b,ed7f560c23079ed658ee8b5adaa3954b720b8a099db5e2d77242a9431b6c9e97,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,fail,none,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/430,22,Mbpp/430|seed=22,38e3d74ab2f050a39bbba4471772fa6b1b5cd46637f9e7fd493049fdf03b9fc8,77122be9628081066a79691fb34b93b45b9bd63764203d231afb5ffe5979344c,fail,fail,fail,fail,fail_to_fail,750d5ac4807af9a626db0e09e6821784d0702d3b17f8cdb0d39e62efe5752eb1,cf94e64d02cda20bbd9022f1130349398f58b9d206e088e06f5c4a52d10c9fe8,cf94e64d02cda20bbd9022f1130349398f58b9d206e088e06f5c4a52d10c9fe8,24e9af49168cfaf55548807b5d45176d06960225f37e9be72521bae9cc0e8e0c,9735fab896e6e24a2098efc2d3c2b2e6000ce8ce6d6a9b910430fafdae57d2f7,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,fail,none,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/430,33,Mbpp/430|seed=33,4a045c4919de032e5aa09027dc957e09ce3bc284548fe5da16a97e68737a6dad,02fb6deccf752f23de0f600cd40eba0980ce10b5b9a256c341667c8872d0fedc,fail,fail,fail,fail,fail_to_fail,ab6c5b9b9e5a6886ec1b9c516c6ca64bfe0ecfb8552a1a121d014dd914edff2b,abc344bb2958d727482eb4d8395490e8d29e0b58ab7d81baa08bee269a353f8f,abc344bb2958d727482eb4d8395490e8d29e0b58ab7d81baa08bee269a353f8f,a10a2a6a449ed1600b524244995004735a8d3b228d9fa0ba68bea5d1f6398551,ecf3c685228969d6b061e8e2e20e9aad61fd79a6e1e847831f478b19439bcfcd,false,true,0,false,false,fail,SyntaxError:unterminated triple-quoted string literal (detected at line 97):line=4:offset=5,fail,not_assessed_compile_fail,not_assessed_compile_fail,length_terminated,length,extracted,pass_through:plain_text,false,fail,generation_length_termination|raw_not_python_compilable,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/430,44,Mbpp/430|seed=44,acfa75f22e794b6f6da595f375ef83b4af0be11ee2943e0be003d638417dcfe4,ee8b57d48679cf202a7a1487bde8d750919e74a34fa593a88239f62f9fdbd14a,fail,fail,fail,fail,fail_to_fail,2e32ecbff9028f09c2c71174b302e8a3a58cb00075fd998901f473f2b14d9eff,cca5ba4727b23a97b525f324bf3566c7726dfc6e0fb7e66996ced982eb96a0c1,cca5ba4727b23a97b525f324bf3566c7726dfc6e0fb7e66996ced982eb96a0c1,39f81b4a1ca94a78d9b7b635eaeab930281572009e5c59df29a1f49e3223d436,a142fea944212f03c616a26035e4f1a4178c59e66dce21e76d956399fdeb9358,false,true,0,false,false,fail,SyntaxError:unterminated triple-quoted string literal (detected at line 124):line=2:offset=5,fail,not_assessed_compile_fail,not_assessed_compile_fail,length_terminated,length,extracted,pass_through:plain_text,false,fail,generation_length_termination|raw_not_python_compilable,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/430,55,Mbpp/430|seed=55,c1560ab79ec8d40548b67bc784235802b50353c29c56d148c454cbc6b934c8b3,a3e6c64fc92820e86204e6c32713e81457f3aa90388e2f698f36b05527cba204,fail,fail,fail,fail,fail_to_fail,531a0451ad13dfce37016b053573ff07a4b989b9fdd4454c0ce2fcb6f765fe4d,9f8d9ccbb68085c931d5a95bb5c16aaef7fd223b56563a8036b228d9a94fcee6,9f8d9ccbb68085c931d5a95bb5c16aaef7fd223b56563a8036b228d9a94fcee6,bf031b5a0d3ad2595eaead95f0f8ff082d925729205a8f7fb78b4afe83aa5507,8c6d1ce788b98dce1787021bb6b63af171d9be59e58a742ed8675cb092a3313b,false,true,0,false,false,pass,compile_ok,pass,present,present,length_terminated,length,extracted,pass_through:plain_text,false,fail,generation_length_termination,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/67,11,Mbpp/67|seed=11,8ac510725bcce5abcb8ff3cb4be6c59dd17484cf6be2358f2ee003e07dc80726,f2824a328dc6362f69e48fc7c41bb21bc24bd2331edc93dbae359691f79c834c,fail,fail,fail,fail,fail_to_fail,ebecd9d2fbf5afde8499057210fa0a0681cdf352e1b4265839ec25e18d8febd6,b5fa3a2d9ea7f4138f85f85739db489fc4748b52f9aaedd7e1dd570110455199,b5fa3a2d9ea7f4138f85f85739db489fc4748b52f9aaedd7e1dd570110455199,93318c7acdbe444e454f73e019cbe726d9b301529f41412c36edb41d95c0f553,b2d50c76cc1331926fbe8a0ff07b0f7d6ffdce0f031ccb316dc9de4819d86cf6,false,true,0,false,false,fail,SyntaxError:expected an indented block after 'elif' statement on line 54:line=58:offset=8,fail,not_assessed_compile_fail,not_assessed_compile_fail,length_terminated,length,extracted,pass_through:plain_text,false,fail,generation_length_termination|raw_not_python_compilable,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/67,22,Mbpp/67|seed=22,6ae47b310c07c3c303bdb70f8688999b45a0ac0cb97f65664a3d5b60eb3deff6,ef4ce941b174958087fed6064537ba440a68f13586afeb0453854cba8056ec44,fail,fail,fail,fail,fail_to_fail,57012633635db7fee331906b4dd589e0e5985c5ae235a3d812e99138cb8d319a,edb5247c0a34838542620bd742534ea7a883f917733f1faaab379b301202819b,edb5247c0a34838542620bd742534ea7a883f917733f1faaab379b301202819b,48ddd1875027ff45d485a1ace8fedc8282cc79f8b452c7a3608a2dfadaaad0ae,fa32627f96a4130a6ee5fc5e5e12d14f45076862e5769e23e6daaeff25ad8e63,false,true,0,false,false,fail,SyntaxError:expected ':':line=236:offset=14,fail,not_assessed_compile_fail,not_assessed_compile_fail,length_terminated,length,extracted,pass_through:plain_text,false,fail,generation_length_termination|raw_not_python_compilable,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/67,33,Mbpp/67|seed=33,1aad4362b16c91b5748dec998c9ab832bb04f6d40632a2d4c60b92a544610725,6792b7dd134c81f05b9d31cce888520f845da6d74a383ab8ed53a5bad0fe4fa1,fail,fail,fail,fail,fail_to_fail,d237bc1cb8747c66161a4d54e82913956d2ad01e6f825dec7f2992b7b38ee5df,8e0bab299b0d35483e66317e3f9b1e346361b062d55f379619d423b34631019f,8e0bab299b0d35483e66317e3f9b1e346361b062d55f379619d423b34631019f,7ead0deb8fb468796825b786e0c9843795f07c24e9d40e43e5ea2672e868bd22,ffe76070fdac519ecdcf2e0f0f69505ed09803ad30418e9372387e77964d2a24,false,true,0,false,false,fail,SyntaxError:'(' was never closed:line=258:offset=19,fail,not_assessed_compile_fail,not_assessed_compile_fail,length_terminated,length,extracted,pass_through:plain_text,false,fail,generation_length_termination|raw_not_python_compilable,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/67,44,Mbpp/67|seed=44,e62468f6f6474794076b4c6b233ad6f050a0df2f065320f630ef2f3e0751f585,b63d746f4aa31a9c141a2c0b47334ae8634f02d8d1147ba44f3180ca7f5e599d,fail,fail,fail,fail,fail_to_fail,ad0ace01e063e11651f5b4c9620c66e33b0fea8401f904bf0bef4a726590bd49,7284d40aa019bfb730f949bd4bab7b392b80088adc499698084519d8d1bf241b,7284d40aa019bfb730f949bd4bab7b392b80088adc499698084519d8d1bf241b,01215492b4d89451fa7f114a6a13eb95aea70174cb1274af49b84cefb0024c9a,1ad8b7783f6770b70b252186bb403be68b7fab3a8a90a716aff09c9ca7ec395d,false,true,0,false,false,pass,compile_ok,pass,present,present,length_terminated,length,extracted,pass_through:plain_text,false,fail,generation_length_termination,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/67,55,Mbpp/67|seed=55,b7df85825bf5663c88c39b205e32e3e78487e39016fd7ae155d830cc7ba3eca5,70d127bf58920f59fe1371f0129554c1612066692962a395cfe9f6dd122245cf,fail,fail,fail,fail,fail_to_fail,dec334f6cf41b51de4dfe853f8eb0634cfda4d13f40b926da4b5798650fe55d1,089b152ea60e5af535cd52b1445b2c1eb662d9c805161b032a9f1797d52c78ef,089b152ea60e5af535cd52b1445b2c1eb662d9c805161b032a9f1797d52c78ef,14d5c80e23d6143b616092cddd635eee9372c0eb4e98d6358e40289d4a8b6aef,64cb6960555968310f0981c4e0755c2b255aea0394e2433f812ccd6ee80d2315,false,true,0,false,false,fail,SyntaxError:expected an indented block after 'for' statement on line 189:line=189:offset=122,fail,not_assessed_compile_fail,not_assessed_compile_fail,length_terminated,length,extracted,pass_through:plain_text,false,fail,generation_length_termination|raw_not_python_compilable,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/11,11,Mbpp/11|seed=11,7e5cd7bf7b8bf68609314fe046b5f54a324202cfae40141eef3f1e5773cf399e,ea7a9ac15b3c7d59a74a7b714853ec8b7db3e53cd15a19ffeaa4a2f690fdd450,fail,pass,fail,pass,fail_to_pass,11b5f000132b7dc609f9c127ebcbefea72a83cf5d45a9c375659a1250aefc097,95e98b95d4817a84e8f1570a5e291695bf86946246d13d9aa6f0304846710c55,95e98b95d4817a84e8f1570a5e291695bf86946246d13d9aa6f0304846710c55,b7a902c28613001069904f88c298e5caa3225b2a6ec6a48c2f802693db8bd087,1441167b2c2038b9bd73ecf9b22a37aa24418a6ab29f3f64a9bc99103624ab82,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,pass,none,paired_rescue,paired_association_only_no_scaffold_semantic_causality_claim
Mbpp/11,22,Mbpp/11|seed=22,fa78b887b2fb6cc6daa8a16c9950b44b11af6dfa1fff1a06669b90140c8784c3,29388f820237a9bd9be4d4d312813cf0ddd7606d36b2af00eef7dcb91e46f2f9,fail,fail,fail,fail,fail_to_fail,b5f119fae34d3ad5b36fc8555e9738d5cabbb1d162a1d724fe62dd4e904aa28c,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,0178c0d865c7d4ef0d5e874cc1fa2f3b9ac1f8f875a018088542566d32ae2108,66e799fcfb20de62a4ee528b36c0ebb28403940c35d6d1a982114d55fc2a8244,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,fail,none,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/11,33,Mbpp/11|seed=33,b8f27f7e1a96cfc81b79c1c277454ffbb14977568156ad9e2273f8c191e12884,c9b99d1e2b42392aa1a66f1095ba366b996e6d39c2a808bc19f99c50fe8579af,fail,fail,fail,fail,fail_to_fail,646c278d1862b804a380fa9cbd48d03a8580bc7e9351d9c6854abcde1ece5852,bb9b0342577e7f03562ecb54ca76e1678f0391bd45d59027165062fd2a720a39,bb9b0342577e7f03562ecb54ca76e1678f0391bd45d59027165062fd2a720a39,8659d7cbfa3e3c7ab21ba33aa5cfc1b055ca84484762248875dd2ac435effcf4,0a0eaaa4ce4c3825c0fc64b46fc0fc3675183a5396ea5b7a63bd84378b204e6a,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,fail,none,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/11,44,Mbpp/11|seed=44,7905079a9ef6bf377ae20db93bd073667c540c479b73530efdaa1c699bb38a94,a3407dae3c2e8e7bc546198b06f1126a07d7f6a02ba02451002396baae88d31e,fail,fail,fail,fail,fail_to_fail,c7dfd1a918ab7ac1ea69ef9cdc10432396cddc8f0d6b946fe92ea55909569364,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,8ae948498244c81f0d79a0b947ebeee72364709e63a50a6d4ac82b5599e62a21,94c0af0b0b7374b360e9b3a9ce78478507a597a2d73d06f57de643e9981319a2,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,fail,none,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/11,55,Mbpp/11|seed=55,b6c1f2cff592f84b7ad4a7af5a6b1f19be499cf9c10ae63c315cf217265de28c,d71007de8a1c70894244a6556be91f5bbac2e67d85f5e293ecb8a541bdc383fc,fail,fail,fail,fail,fail_to_fail,4a62fbf953099184744c0f2fc38f32549818a6d15017cec12e63914d4c517b99,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,a2bc288184b56662c32addb0063f56643cef6d897b34a0a3de8d680ef98ff0a1,d18d6f82430bf5e26c47ef74442c01cdcdd2cc4dc3e34afa6bb8380d297a8761,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,fail,none,persistent_pipeline_failure,descriptive_paired_outcome
Mbpp/162,11,Mbpp/162|seed=11,b45c1e32345220cd9b6e92265454362dd11c12cee665a37927b4a95ec3ed8cf5,36b544dd1f6355a2f6b104179da03edce8c9b86695ea5cd2710b5a02b784c911,fail,pass,pass,pass,pass_to_pass,5030117c588f88dc0ffcff91dcc9163b1ab4df91d3603a128423d83e7ba0b673,fdedc718a91a3ac60a6604b5bb55fd44d7b84eb28c3a503cf64c8138e1d4889c,fdedc718a91a3ac60a6604b5bb55fd44d7b84eb28c3a503cf64c8138e1d4889c,f16d76721c95cc2c1f80f0f98a514f90665e6a07c592616ded10c01f9526261f,55c7cb59f6f6f6aa7710748516c37de00ef36264f77d7229078e023b3caf4a58,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,pass,none,common_pipeline_pass,descriptive_paired_outcome
Mbpp/162,22,Mbpp/162|seed=22,eff2218e594940f76def4115f5675a126c219bd6d38619e75c50904a502598f0,ff0342a7a58e8c56c5a3f25a7b12d7ec54e2a2960d9c210007e7162cf274dd32,fail,pass,pass,pass,pass_to_pass,a163cb037a5113051274290dd898438faf45539ddaf7b67cb8d9f198ada24599,246a6a631a7fc1c41914c2043a5ad02e65b12bbe59a97f33881e3b42b7c81574,246a6a631a7fc1c41914c2043a5ad02e65b12bbe59a97f33881e3b42b7c81574,7c3838052ddd076def3d36e060155a80975f2b150d8b16a8c48056236e704483,0ea633d4126038c8e21e635966dba6b7b93c856d4bc099972a2118196a7356cf,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,pass,none,common_pipeline_pass,descriptive_paired_outcome
Mbpp/162,33,Mbpp/162|seed=33,a5d4f478fed6cf8cffad1f4e2ad1ae36ac1279bb8486d5cef591aba5f56f76bf,fdba6f8a2a39c308e07095ecc0e7564a065ad7de8fc81993935941346b6c1654,fail,pass,pass,pass,pass_to_pass,7c521cd3e85002f2a542be3056596fb5c27b1a8d03b10e7db33d4b9a4721d850,fdedc718a91a3ac60a6604b5bb55fd44d7b84eb28c3a503cf64c8138e1d4889c,fdedc718a91a3ac60a6604b5bb55fd44d7b84eb28c3a503cf64c8138e1d4889c,1631ffd2958fb3ec3374ede7f2fd1ba2555aaa718c4bb5c3aac96da489b057ce,1cb4e9688e7d81bcff6ff666bbb94b4645cc2f24603b45b95eecde268a9e1639,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,pass,none,common_pipeline_pass,descriptive_paired_outcome
Mbpp/162,44,Mbpp/162|seed=44,a71baf3122b95a75eae7537e15ee8f39c2c6ba9217862b998fe1d04f0525c661,3702816c047faaa3eafb77109ed89661e416142f8a983172ee0757946a84f0e8,fail,pass,pass,pass,pass_to_pass,5c8f936292a905fa77000dbf4dc22f440cec3b54e5b76576483f748b4c4d6ca3,426d2e7da63504c81ae1729b7fa57bf76e5bf7efb1c1336c020d359c1ca3c60c,426d2e7da63504c81ae1729b7fa57bf76e5bf7efb1c1336c020d359c1ca3c60c,1ade2d882432502536be356b15318f59c78b30f3ac15899061f576712d953fe6,ffffaa145827c0084951d6833926412d56fc821b16a121e5f4e7678e6a4e729b,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,pass,none,common_pipeline_pass,descriptive_paired_outcome
Mbpp/162,55,Mbpp/162|seed=55,95b1ac6b55ab117b76234818e7ba76a1209c5326bd97515a4086d9b7fa70f356,e5b15d083ef6fbe8ee4de29ae0e244fa9155f64dbe2d1fff5ffcf2fbbcc170bb,fail,pass,pass,pass,pass_to_pass,ce59749564de5ba1a1b92bdee9f73166600c8d658de508fe8dd46d215cf32f8f,35bc652790629a5d4319af3df1f805424bfb5ef49348f45c1d132141bec7c360,35bc652790629a5d4319af3df1f805424bfb5ef49348f45c1d132141bec7c360,8356067e122f8ada36f60ee72b4a8893212aa33f088a4360de0fade66fde1ea3,8c5db6f224a7fbd6a6ba3a86a8e5f6c0c56aaafc9a338d8ad20024dc06c2daf8,true,true,0,false,false,pass,compile_ok,pass,present,present,stop_complete,stop,extracted,pass_through:plain_text,false,pass,none,common_pipeline_pass,descriptive_paired_outcome
