task_id,seed,generation_id,raw_generation_sha256,pipeline_output_sha256,pipeline_extracted,observed_status,pipeline_status,failure_stage,exception_type_or_evaluator_outcome,failure_category,classification_basis,format_or_extraction_failure,syntax_failure,entry_point_failure,generation_truncation,protocol_violation,unknown_failure,scaffold_candidate,evaluator_blind_healer_candidate,must_not_auto_repair,semantic_risk,review_status,candidate_label_caveat
Mbpp/11,22,29388f820237a9bd9be4d4d312813cf0ddd7606d36b2af00eef7dcb91e46f2f9,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/11,33,c9b99d1e2b42392aa1a66f1095ba366b996e6d39c2a808bc19f99c50fe8579af,bb9b0342577e7f03562ecb54ca76e1678f0391bd45d59027165062fd2a720a39,bb9b0342577e7f03562ecb54ca76e1678f0391bd45d59027165062fd2a720a39,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/11,44,a3407dae3c2e8e7bc546198b06f1126a07d7f6a02ba02451002396baae88d31e,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/11,55,d71007de8a1c70894244a6556be91f5bbac2e67d85f5e293ecb8a541bdc383fc,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,93931ac9f66482dbf7b5ac3bd838750763130d54f15fa6e00075b6b127451052,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/432,11,3b580361d4df8bef178b7bc5056b747c9a75f10aef70b1eb665b21678ae2decf,5712c5fde227ffe6b769ac9bc74bd670f436e4e6599009454ac12878e1eadc16,5712c5fde227ffe6b769ac9bc74bd670f436e4e6599009454ac12878e1eadc16,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,false,false,false,false,false,true,false,high,classified_from_saved_diagnostics,candidate_label_not_validated_repair_rule
Mbpp/572,11,ebc852cea523b3a31b1de11333a5ea9dff202cc6c24dd76d3c16253d11d5b01f,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/572,22,9cef8778d3ad4c29f52fc92e00f86d75e22dacc84227c0f244784dde603550a0,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/572,33,35ec2032d7a417a325d1cb702fcdc36e197c177d34249bd9d563978fb2c0187b,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/572,44,9c8dc02366b3c1051a91f72e43f67f9b3a433adc7f5cb40c6fe09ea81237eff5,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,5e4f3547d664de916546e430068ff97295cdfb83fa156ec81f847f5bbe18a76a,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/626,11,a2014bcaf9ceea8a83a28725c85bcf716912917b79f0701341e8bde68916e966,6adfd5990fb948683c8749e3b2533039274f18215c2f157560d6d4269f5e9581,6adfd5990fb948683c8749e3b2533039274f18215c2f157560d6d4269f5e9581,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/626,33,407d33b90c425b6f39c5c8fa8156e6430fe6c8b698bdd832c4c9ac44d3a94150,1831010029ad7a1f457a1e0e9d36052f6d8bea5936795af84b566279facfc124,1831010029ad7a1f457a1e0e9d36052f6d8bea5936795af84b566279facfc124,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/138,11,64e1dabddddc7dff4d0ebc029664d0f143975b024f77c074c56dbbdce7e578fe,8f872985c64a6477a5cd5b4fdeb662ae6a8a87ef856abf34ecd6c5a71b2d31e6,8f872985c64a6477a5cd5b4fdeb662ae6a8a87ef856abf34ecd6c5a71b2d31e6,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/138,22,ee0de8e92354ed64e22224161619f7d66c1f559f314a7304712234efcd452570,706c32596e648b39036c487a390c0aacfa27e621fd6af360c61b6d5459e62cfd,706c32596e648b39036c487a390c0aacfa27e621fd6af360c61b6d5459e62cfd,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/138,33,cb09809d44070353618838436e963ecbf6c53e9d22d64cced2692a8fe301f600,7f24436f7dd278bcb2e7c735da06a5a11a09a466aab0abf1b0cb608baf6f0eff,7f24436f7dd278bcb2e7c735da06a5a11a09a466aab0abf1b0cb608baf6f0eff,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/138,44,be65fab5b260dc28b4b41cb44f815576bef790dda73bec10eacd9a56bddde22e,cf17310083d629ebce030e8a9c6b205d9eb13f76c42dd3a1099b2f0b74082c13,cf17310083d629ebce030e8a9c6b205d9eb13f76c42dd3a1099b2f0b74082c13,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/138,55,8042bda31b5f64b902966d2f3a03e52db57b736a40c6c506869e1f38a1c6fb68,2128ffa3f320a22c4e05038e77ce83bd14f9c9add78560e05d6d28667bbc07f5,2128ffa3f320a22c4e05038e77ce83bd14f9c9add78560e05d6d28667bbc07f5,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/244,11,da5408a6135c4adfbfdde2d27836b0e8e8f044b21f2b27c63fe55e433209b635,c72fd96a7c231c1c50016cb898cadb41e08d679ce2032e3bcb92b92a508e7463,c72fd96a7c231c1c50016cb898cadb41e08d679ce2032e3bcb92b92a508e7463,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/244,22,c46b6d0545afc4351c7b21c4c6c03597e0b28b105c2af0c0ffa6f0b971200cea,c72fd96a7c231c1c50016cb898cadb41e08d679ce2032e3bcb92b92a508e7463,c72fd96a7c231c1c50016cb898cadb41e08d679ce2032e3bcb92b92a508e7463,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/244,33,6a98b3ddbcef2f11364099b7aaab3eecfbdb56575cdd1cc3f2c2fb53c64ab8b1,aa78c5d6602afd53099dfe4495699ec58e158395cf525100c62b1d86ec5f58d8,aa78c5d6602afd53099dfe4495699ec58e158395cf525100c62b1d86ec5f58d8,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/244,44,91327996b2dae8c5d3e69f91373ec983fdf08c3659e5710f47aa4851a4f5af39,fc3e255523c83547c1501743e3d9f6058669abf320a79f1c26579f1c8e606863,fc3e255523c83547c1501743e3d9f6058669abf320a79f1c26579f1c8e606863,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/244,55,5e014684a181ab6e5a356286c5169a884df98dd0a4ea9470116492d2a6ada442,d2c1838f2686c5c3b812ce19f89719ff4cc82f5d6bd4aabff83d3072dc85787d,d2c1838f2686c5c3b812ce19f89719ff4cc82f5d6bd4aabff83d3072dc85787d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/735,11,cd5e5158c62e674c16d1cb038b7aef17966b88ca3a7973a3459ccf77cf83de34,ca8edb30eccfa96feb21ef2a1e151e17ffe70e09a75361e4ad35ad6319b6cdda,ca8edb30eccfa96feb21ef2a1e151e17ffe70e09a75361e4ad35ad6319b6cdda,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/735,22,dd29996894a29e5842759950953e64e843985c8bae90ef1d4d3f89c32c66549f,3b9839b82eae2a839b286666b45a976e2ac0d29b1e6b378c59cb639757e7d5bc,3b9839b82eae2a839b286666b45a976e2ac0d29b1e6b378c59cb639757e7d5bc,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/735,33,e05bed082c57cf75a12a1f07380cb32fe1eafacf50308353ca0c4c33b8286987,33c23a697127f2e78dfe88417ea71c45d8e9d7954496615571530145a4f25940,33c23a697127f2e78dfe88417ea71c45d8e9d7954496615571530145a4f25940,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/735,44,177fcbfe74dea61d45b5571326e35865048e63966f1d64a15393cfc191d03cbb,993f6230b3d853f72ba72e0a1430d85bfef63ba50f217650f2d64e39788ffa79,993f6230b3d853f72ba72e0a1430d85bfef63ba50f217650f2d64e39788ffa79,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/735,55,ef0ae1b2fc4b0d38d168b900923bc53089f51500846dea0b1bb51565c0b89078,12171ad86225aef6518ed4acf1e3ffa59867c37a44d51d8139332b72a487539e,12171ad86225aef6518ed4acf1e3ffa59867c37a44d51d8139332b72a487539e,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/14,11,c054a78d4749394dfebe3fd3dbea71d742d99c88025dd0ee823d2fc6006aeaeb,9b4d4bac8b74d915cb3d1fa1a8358fa0387bf46c3e50ac6289f2e87df0331431,9b4d4bac8b74d915cb3d1fa1a8358fa0387bf46c3e50ac6289f2e87df0331431,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/14,22,847ca4a4187d93f8fe925f3490a17ae696895ea54a39c19268a5ab328d36b1db,4a37099f9a8739c9db5de546f3e74e03671198d402f5d975e9d4344ea9234800,4a37099f9a8739c9db5de546f3e74e03671198d402f5d975e9d4344ea9234800,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,false,false,false,false,false,true,false,high,classified_from_saved_diagnostics,candidate_label_not_validated_repair_rule
Mbpp/14,33,592735fc0fb4b7099b34fc31045197b807e804c1bc4011ba60213e7137245688,344583aa7ee9b8f5bbff9c1edf0ab868fd2cbcc1a96711ef84048d43b96aaad2,344583aa7ee9b8f5bbff9c1edf0ab868fd2cbcc1a96711ef84048d43b96aaad2,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
