item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,score_l4_4_mqi,score_math_total,score_math_quality,score_math_difficulty,score_math_sympy_verified,score_math_hygiene_score,score_math_is,complexity_math_ops,complexity_inference_steps,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
10a01f1f-db4a-495b-9e8a-b41bc20f67c4,804316db-d6c2-468e-a5fe-83b401dcf802,1,化簡 $$(\sqrt{24}-2\sqrt{2}-2\sqrt{24}+3\sqrt{18}) + 5(\sqrt{5} + \sqrt{3})$$,,7\sqrt{2}+5\sqrt{3}+5\sqrt{5}-2\sqrt{6},PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,35,9,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.05
ebb62bdb-37bc-4d0e-b6c2-25646dc50e68,bfdf49c2-8207-41f4-8bc5-53e7b7b4c818,3,化簡 $$(-3\sqrt{50}-3\sqrt{32}+3\sqrt{27}+\sqrt{20}) + 4(\sqrt{3} + \sqrt{7})$$,,-27\sqrt{2}+13\sqrt{3}+2\sqrt{5}+4\sqrt{7},PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,35,9,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
7fdc9499-e2f1-470f-a3f3-29e3ffdd7557,15c641d1-a8b9-4fb8-ad1f-0d383c2f8414,1,化簡 $$(\sqrt{5}+4\sqrt{3}+\sqrt{32}) + 2(\sqrt{7} + \sqrt{3})$$,,4\sqrt{2}+6\sqrt{3}+\sqrt{5}+2\sqrt{7},PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,29,8,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
82df932f-3ba9-4abb-a4c1-51ebfcdc5426,15c641d1-a8b9-4fb8-ad1f-0d383c2f8414,2,化簡 $$(4\sqrt{2}-4\sqrt{50}+\sqrt{2}) + 5(\sqrt{2} + \sqrt{7})$$,,-10\sqrt{2}+5\sqrt{7},PASS,,1,6.0,7.5,18.0,10.0,8.0,24.85,5,4,5,4.6,42.85,0.0,0.0,False,15,6.25,23,5,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
2662436e-cb6c-40af-9920-72edb65caff0,15c641d1-a8b9-4fb8-ad1f-0d383c2f8414,3,化簡 $$(-2\sqrt{6}-3\sqrt{6}-5\sqrt{32}) + 5(\sqrt{5} + \sqrt{3})$$,,-20\sqrt{2}+5\sqrt{3}+5\sqrt{5}-5\sqrt{6},PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,33,9,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5d717360-3632-47e0-accf-ace1bccad4fb,46cb3573-131e-48c3-825b-7ce2e113d20d,1,化簡 $$(-3\sqrt{3}+2\sqrt{3}+4\sqrt{27}) + 2(\sqrt{2} + \sqrt{2})$$,,4\sqrt{2}+11\sqrt{3},PASS,,1,6.0,7.5,18.0,10.0,8.0,24.85,5,4,5,4.6,42.85,0.0,0.0,False,15,6.25,23,5,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
518616bb-bdb9-4ba6-a7a2-50a42ebcabed,46cb3573-131e-48c3-825b-7ce2e113d20d,2,化簡 $$(3\sqrt{32}+\sqrt{5}-\sqrt{32}) + 5(\sqrt{2} + \sqrt{5})$$,,13\sqrt{2}+6\sqrt{5},PASS,,1,6.0,7.5,18.0,10.0,8.0,24.85,5,4,5,4.6,42.85,0.0,0.0,False,15,6.25,23,5,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
4c2fe713-90cc-45a1-9313-d9779dfa8fb4,46cb3573-131e-48c3-825b-7ce2e113d20d,3,化簡 $$(\sqrt{27}-2\sqrt{5}-\sqrt{18}+4\sqrt{6}) + 2(\sqrt{2} + \sqrt{5})$$,,-\sqrt{2}+3\sqrt{3}+4\sqrt{6},PASS,,1,6.0,7.5,18.0,10.0,8.0,27.75,5,4,5,5.0,45.75,0.0,0.0,False,15,8.75,30,7,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
5d4e6e2a-d6f9-4326-b31d-4924e2ddbc26,17b1ac5a-c70c-4029-923c-44b759490e90,1,化簡 $$(-4\sqrt{18}+\sqrt{50}+3\sqrt{50}-\sqrt{3}) + 4(\sqrt{5} + \sqrt{3})$$,,8\sqrt{2}+3\sqrt{3}+4\sqrt{5},PASS,,1,6.0,7.5,18.0,10.0,8.0,27.75,5,4,5,5.0,45.75,0.0,0.0,False,15,8.75,31,7,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
3e13e0ac-d0ee-4d8f-a284-6f258e4a7b76,17b1ac5a-c70c-4029-923c-44b759490e90,2,化簡 $$(4\sqrt{5}-\sqrt{3}-5\sqrt{24}) + 2(\sqrt{7} + \sqrt{2})$$,,2\sqrt{2}-\sqrt{3}+4\sqrt{5}-10\sqrt{6}+2\sqrt{7},PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,35,11,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
86df322d-d393-41a4-9c82-3f418249f1f3,17b1ac5a-c70c-4029-923c-44b759490e90,3,化簡 $$(-4\sqrt{27}-4\sqrt{24}-2\sqrt{5}) + 2(\sqrt{5} + \sqrt{7})$$,,-12\sqrt{3}-8\sqrt{6}+2\sqrt{7},PASS,,1,6.0,7.5,18.0,10.0,8.0,27.75,5,4,5,5.0,45.75,0.0,0.0,False,15,8.75,29,7,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
9dfb3aef-3015-4155-aaca-78c56b061db7,ea802a3e-c783-497e-84b2-eff3f3d8cb12,1,化簡 $$(-\sqrt{24}+3\sqrt{5}-3\sqrt{5}) + 5(\sqrt{2} + \sqrt{7})$$,,5\sqrt{2}-2\sqrt{6}+5\sqrt{7},PASS,,1,6.0,7.5,18.0,10.0,8.0,27.75,5,4,5,5.0,45.75,0.0,0.0,False,15,8.75,28,7,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.06
c45cbf1a-914b-4d35-bcac-78b3af5cf2f6,ea802a3e-c783-497e-84b2-eff3f3d8cb12,2,化簡 $$(-5\sqrt{5}+\sqrt{3}-4\sqrt{12}-2\sqrt{50}) + 4(\sqrt{5} + \sqrt{5})$$,,-10\sqrt{2}-7\sqrt{3}+3\sqrt{5},PASS,,1,6.0,7.5,18.0,10.0,8.0,27.75,5,4,5,5.0,45.75,0.0,0.0,False,15,8.75,32,7,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
f6d13e5b-672a-4bb0-9c04-cbaad43f80bf,ea802a3e-c783-497e-84b2-eff3f3d8cb12,3,化簡 $$(-\sqrt{50}-5\sqrt{6}-4\sqrt{2}-\sqrt{8}) + 5(\sqrt{3} + \sqrt{2})$$,,-6\sqrt{2}+5\sqrt{3}-5\sqrt{6},PASS,,1,6.0,7.5,18.0,10.0,8.0,27.75,5,4,5,5.0,45.75,0.0,0.0,False,15,8.75,33,7,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
d22a9195-68fb-46cd-9674-6db27063b6ff,febb54d4-633d-4b0c-8701-d168958941dc,1,化簡 $$(-\sqrt{27}-3\sqrt{2}+3\sqrt{20}-3\sqrt{5}) + 5(\sqrt{2} + \sqrt{7})$$,,2\sqrt{2}-3\sqrt{3}+3\sqrt{5}+5\sqrt{7},PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,36,9,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
882df50c-ba60-4ee5-b57a-eb8b5fdbf95f,febb54d4-633d-4b0c-8701-d168958941dc,2,化簡 $$(3\sqrt{12}-3\sqrt{24}-3\sqrt{18}) + 3(\sqrt{2} + \sqrt{3})$$,,-6\sqrt{2}+9\sqrt{3}-6\sqrt{6},PASS,,1,6.0,7.5,18.0,10.0,8.0,27.75,5,4,5,5.0,45.75,0.0,0.0,False,15,8.75,28,7,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
3cb87553-73a0-4994-bdb4-d35b79b9dad0,febb54d4-633d-4b0c-8701-d168958941dc,3,化簡 $$(-3\sqrt{3}-\sqrt{8}-2\sqrt{8}) + 2(\sqrt{7} + \sqrt{3})$$,,-6\sqrt{2}-\sqrt{3}+2\sqrt{7},PASS,,1,6.0,7.5,18.0,10.0,8.0,27.75,5,4,5,5.0,45.75,0.0,0.0,False,15,8.75,28,7,3599,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
